idx,question,gold,has_gold,pred_A,em_A,f1_A,hit@10_A,ent_label_A,ent_faith_A,ent_score_A,pred_B,em_B,f1_B,hit@10_B,ent_label_B,ent_faith_B,ent_score_B
14,what does the key to the city entitle you to,,False,I don't know,,,,neutral,0,0.3433411717414856,It does not adequately sum up the content of this article. Please consider expanding the lead to provide an accessible overview of all important aspects of the article. Please discuss this issue on the article's talk page.,,,,entailment,1,0.9786336421966553
15,when did fast and furious 5 come out,,False,I don't know,,,,neutral,0,0.2627076208591461,The Turbo Charged Prelude for 2 Fast 2 Furious ( 2003 ) /Li> Li> Los Bandoleros ( 2009 ) /Li> /Li> /Li>,,,,neutral,0,0.3255375027656555
16,who are uncle owen and aunt beru related to,Shmi,True,I don't know,0.0,0.0,0.0,neutral,0,0.2541215121746063,The person becomes a survivor after completing treatment.,0.0,0.0,0.0,neutral,0,0.013342253863811493
17,when the clear air act was revised in 1990 it gave states,,False,I don't know,,,,contradiction,0,0.003954633604735136,The Clean Air Act of 1963 /Td> /Tr> /Tr> /Tr> /Tr> /Tr> Th> Enacted by /Th> Td> the 88th United,,,,contradiction,0,0.005731231067329645
18,what is sauce for the goose is sauce for the gander examples,,False,I don't know,,,,neutral,0,0.14005522429943085,The endosperm is the tissue produced inside the seeds of most of the flowering plants following fertilization.,,,,entailment,1,0.9844380021095276
19,where is zimbabwe located in the world map,"in southern Africa, between the Zambezi and Limpopo Rivers, bordered by South Africa, Botswana, Zambia and Mozambique",True,I don't know,0.0,0.0,0.0,neutral,0,0.017630398273468018,"The headwaters of the Cedar River are located in Dodge County, Minnesota, consisting of a west fork and middle fork approximately three miles northeast of the town of Blooming Prairie, and an east fork approximately one mile south of the town of Hayfield.",0.0,0.16666666666666666,0.0,entailment,1,0.6717451214790344
20,100 acres is equal to how many hectares,1 square hectometre (hm2),True,electrolytes ( salts in solution) in the various body fluids,0.0,0.0,0.0,neutral,0,0.15646828711032867,The basic principle of fluid balance is that the amount of water lost from the body must equal the amount of water.,0.0,0.0,0.0,neutral,0,0.05533498153090477
21,who has won a calendar grand slam in tennis,,False,I don't know,,,,neutral,0,0.12473317235708237,"The All England Lawn Tennis and Croquet Club, also known as the All England Club, based at Church Road, Wimbledon, London, England, is a private members'club.",,,,neutral,0,0.05675116553902626
22,where was donovan mitchell picked in the draft,13th,True,I don't know,0.0,0.0,0.0,entailment,1,0.7341489195823669,"The series was officially picked up on May 6, 2015, and received a full season order on November 30, 2015.",0.0,0.0,0.0,neutral,0,0.0470287911593914
23,list of food and beverage companies in the philippines,,False,I don't know,,,,neutral,0,0.028673488646745682,The following is a list of companies that sell ready - to - assemble furniture.,,,,neutral,0,0.3041844069957733
24,where does british airways fly to in south america,,False,I don't know) are not correct.,,,,contradiction,0,0.10571448504924774,) are arbitrary.,,,,neutral,0,0.10588706284761429
25,what is the enthalpy of formation of cao(s),,False,I don't know,,,,contradiction,0,0.020244700834155083,Xanthophylls are yellow pigments that occur widely in nature and form one of two major divisions of the yellow pigments,,,,neutral,0,0.14640580117702484
26,where did the beatles final live performance take place,the roof of the headquarters of the band's multimedia corporation Apple Corps at 3 Savile Row,True,I don't know,0.0,0.0,0.0,neutral,0,0.027941595762968063,"The field grew from eight teams in the beginning to sixty - five teams by 2001 ; as of 2011, sixty five teams",0.0,0.16216216216216214,0.0,neutral,0,0.0038951991591602564
27,who is the president of costa rica 2017,Luis Guillermo Solís Rivera,True,I don't know,0.0,0.0,0.0,contradiction,0,0.16036725044250488,Luis Guillermo Sols /Th> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> ,0.0,0.375,0.0,entailment,1,0.6372531652450562
28,describe charlemagne in the epic the song of roland,,False,I don't know,,,,neutral,0,0.18899957835674286,databases.,,,,neutral,0,0.17626811563968658
29,when did power rangers tv show come out,"August 28, 1993",True,Power Rangers : The Movie,0.0,0.0,0.0,entailment,1,0.6157565712928772,Morphin Power Rangers : The Movie Turbo : A Power Rangers Movie,0.0,0.0,0.0,contradiction,0,0.2784056067466736
30,inheritance of the a b o blood groups is an example of,,False,I don't know,,,,neutral,0,0.221114844083786,"The ABO blood group system is used to denote the presence of one, both, or neither of the A and B antigens on erythrocytes.",,,,entailment,1,0.972269594669342
31,how many beverly hills cops movies are there,three,True,I don't know,0.0,0.0,1.0,neutral,0,0.019912581890821457,"The meaning of the word "" national consciousness "" is that it is a shared sense of national identity ; that is, it is a shared sense of national identity.",0.0,0.0,1.0,neutral,0,0.15250957012176514
32,who holds the most women's wimbledon titles,Martina Navratilova,True,NBA championships,0.0,0.0,1.0,contradiction,0,0.013572344556450844,"NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships, NBA championships ",0.0,0.0,1.0,contradiction,0,0.005057935137301683
33,what does a dualist way of thinking mean,,False,I don't know,,,,neutral,0,0.0639842078089714,The MBTI was constructed by Katharine Cook Briggs and her daughter Isabel Briggs Myers.,,,,neutral,0,0.03496866673231125
34,where does jinx you owe me a coke come from,Jinx is a children's game with varying rules and penalties that occur when two people unintentionally speak the same word or phrase simultaneously,True,I don't know,0.0,0.0,0.0,neutral,0,0.156317338347435,The Supremes ),0.0,0.08,0.0,entailment,1,0.5777339339256287
35,do yahoo email addresses end in com or net,,False,I don't know,,,,contradiction,0,0.1590801626443863,/Td> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /T,,,,contradiction,0,0.12424340099096298
36,who's making love to your old lady,,False,I don't know,,,,neutral,0,0.20006510615348816,The song I'm Trying was written by Johnnie Taylor.,,,,entailment,1,0.9649511575698853
37,athletes who have won dancing with the stars,,False,I don't know,,,,neutral,0,0.11304477602243423,He holds the record for the most NBA championships won with 11 titles during his 13 - year playing career.,,,,contradiction,0,0.03817372769117355
38,equation for the velocity of an object in motion at constant acceleration,,False,proportional to the mass of the object,,,,neutral,0,0.11496087163686752,The Coriolis force acts in a direction perpendicular to the rotation axis and to the velocity of the body in the rotating frame and is proportional to the mass of the object.,,,,neutral,0,0.13991834223270416
39,where does the last name hickey come from,Irish origin,True,I don't know,0.0,0.0,1.0,contradiction,0,0.15057320892810822,"The sentence "" Atomism "" means "" uncuttable "".",0.0,0.0,1.0,entailment,1,0.335949182510376
40,when does maggie come on grey's anatomy,,False,Grey's Anatomy,,,,entailment,1,0.4343211054801941,"Maggie Pierce /Tr> /Tr> /Tr> Tr> Td colspan=""2""> Maggie Pierce /Tr> /Tr> Tr> Tr> Tr",,,,contradiction,0,0.35845717787742615
41,the rembrandts i'll be there for you album,,False,I don't know,,,,neutral,0,0.33796682953834534,"The single was released on May 27, 1997 /Tr> /Tr> Tr> Th> Th>  We 'll Always Love Big Poppa '' /Li> Li> C",,,,entailment,1,0.9071794152259827
42,where do lie bumps come from on your tongue,,False,I don't know,,,,neutral,0,0.17953749001026154,You Can Lie to Me Tonight '' /Td> /Tr> /Tr> /Tr> Th> B - side /Tr> Th>  You Can Lie to Me Tonight '',,,,entailment,1,0.5773714780807495
43,where is the greatest royal rumble taking place,"Jeddah, Saudi Arabia",True,I don't know,0.0,0.0,1.0,neutral,0,0.1744142323732376,The WWE Network event chronology is a chronology of WWE events.,0.0,0.0,1.0,entailment,1,0.6843938231468201
44,who sang my name is tallulah in bugsy malone,"Louise ""Liberty"" Williams",True,I don't know,0.0,0.0,0.0,neutral,0,0.14969223737716675,The Black Knight.,0.0,0.0,0.0,entailment,1,0.7066320180892944
45,a property tax bill is an example of,,False,I don't know,,,,neutral,0,0.21807190775871277,The United States of America /Th> /Th> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> ,,,,entailment,1,0.7610466480255127
46,when did the volcano erupt in indonesia 2018,,False,I don't know,,,,neutral,0,0.009840122424066067,The AIFF was formed in 1937.,,,,neutral,0,0.005411291029304266
47,income elasticity of demand for normal good is always,,False,law of demand,,,,neutral,0,0.3213615417480469,"The law of demand states that if the price of a good increases (  ), quantity demanded decreases (  ) ; conversely, as the price of a good decreases (  ) ; quantity demanded increases (  )",,,,neutral,0,0.1338949054479599
48,what is andy's sisters name in toy story,Molly,True,I don't know,0.0,0.0,0.0,contradiction,0,0.06842055916786194,The originals is an American supernatural drama television series created by Julie Plec for The CW.,0.0,0.0,0.0,neutral,0,0.09070170670747757
49,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,True,I don't know,0.0,0.0,0.0,neutral,0,0.2523895502090454,"Shaggy /Th> /Tr> Tr> Td colspan=""2""> /Tr> /Tr> Tr> Th colspan=""2""> Single by Shaggy /Th",0.0,0.0,0.0,entailment,1,0.5983932614326477
50,when was the cat of nine tails last used,,False,I don't know,,,,neutral,0,0.3837026059627533,The Montreal Canadiens have won the Stanley Cup 24 times and made the finals an additional ten times.,,,,neutral,0,0.001228457666002214
51,what is the largest catholic high school in america,St. Francis Preparatory School,True,I don't know,0.0,0.0,0.0,neutral,0,0.09007739275693893,"The ties between the United States and most of Latin America are generally cordial, but there remain areas of tension between the two sides.",0.0,0.0,0.0,neutral,0,0.024010779336094856
52,who established the peoples republic of china in 1949,Mao Zedong,True,Empire of Japan,0.0,0.0,0.0,entailment,1,0.4982996881008148,The Imperial Seal was a symbol of Japan during the Allied occupation of Japan.,0.0,0.0,0.0,entailment,1,0.7316758632659912
53,where do clouds form when there is a cold front,,False,I don't know,,,,neutral,0,0.2020891159772873,"The Cold War was a state of geopolitical tension after World War II between powers in the Eastern Bloc ( the Soviet Union and its satellite states ) and powers in the Western Bloc ( the United States, its NATO allies and others and others and others and others and others and others and",,,,entailment,1,0.43228474259376526
54,who sang take that look off your face,Marti Webb,True,I don't know,0.0,0.0,1.0,neutral,0,0.20843525230884552,The song was written by Marti Webb and Don Black.,0.0,0.33333333333333337,1.0,neutral,0,0.012457636184990406
55,who plays percy in the lost city of z,Charlie Hunnam,True,I don't know,0.0,0.0,0.0,contradiction,0,0.041705403476953506,The Theatre,0.0,0.0,0.0,entailment,1,0.3956010043621063
56,where did meredith grey go instead of dc,,False,I don't know,,,,contradiction,0,0.15955780446529388,"The Supremes /Th> /Th> Tr> Th colspan=""2""> /Tr> Tr> Td colspan=""2""> /Tr> /Tr> ",,,,contradiction,0,0.37745702266693115
57,is stone cold steve austin in the longest yard,,False,I don't know,,,,contradiction,0,0.15530213713645935,The Longest Yard /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Tr> /Th,,,,entailment,1,0.6140313148498535
58,who plays the first lady on house of cards,Joanna C. Going,True,I don't know,0.0,0.0,0.0,contradiction,0,0.15836721658706665,"The title of the episode titled "" President of the United States /Td> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /",0.0,0.0,0.0,neutral,0,0.0064392550848424435
59,can't take my eyes off you lyrics meaning,,False,I don't know,,,,contradiction,0,0.19720065593719482,"Frankie Valli /Tr> /Tr> Tr> Th colspan=""2"">  Can't Take My Eyes Off You '' /Th> /Tr> Tr>",,,,entailment,1,0.6742796897888184
60,what are the parts of the finger called,,False,Matthew 5:5,,,,neutral,0,0.2829867899417877,Matthew 5: 5 is the fifth verse of the fifth.,,,,neutral,0,0.24330395460128784
61,better than i've ever been dj premier remix,,False,I don't know,,,,contradiction,0,0.26023831963539124,/P>,,,,contradiction,0,0.3623329699039459
62,who sang cant take my eyes off of you,,False,I don't know,,,,contradiction,0,0.19720065593719482,"Frankie Valli /Tr> /Tr> Tr> Th colspan=""2"">  Can't Take My Eyes Off You '' /Th> /Tr> Tr>",,,,entailment,1,0.6742796897888184
63,what is the meaning of the word midian,,False,I don't know,,,,contradiction,0,0.07003708183765411,"The word xylem is derived from the Greek word  ( xylon ), meaning  wood ''.",,,,contradiction,0,0.08582305163145065
64,who invented the use of electricity during the industrial revolution,,False,I don't know,,,,neutral,0,0.06910856068134308,"The Scientific Revolution was a series of events that marked the emergence of modern science during the early modern period, when developments in mathematics, physics, astronomy,",,,,contradiction,0,0.04044177383184433
65,who owns st andrews golf course in scotland,The St Andrews Links Trust,True,I don't know,0.0,0.0,0.0,contradiction,0,0.14890681207180023,The Old Course Tr> Tr> Tr> Th> coordinates /Th> 56 ° 20 ′ 35 '' N 2 ° 48 ′ 11 '' W / 56.343 ° N 2.803 °,0.0,0.08000000000000002,0.0,entailment,1,0.8583596348762512
66,the noble gas in the same period as germanium,,False,I don't know,,,,neutral,0,0.0814104676246643,Blood gas tension refers to the partial pressure of gases in blood.,,,,neutral,0,0.19038179516792297
67,at the center of the storm george tenet,,False,I don't know,,,,contradiction,0,0.16585400700569153,"The book was published in hardcover on April 30, 2007 and has 576 pages and 576 pages of pages.",,,,neutral,0,0.036966461688280106
68,which city and state hosts the annual college world series,"Omaha, Nebraska",True,Earth,0.0,0.0,0.0,neutral,0,0.009058769792318344,"The State of the Union Address is an annual message presented by the President of the United States to a joint session of the United States Congress, except in the first year of a new president's term.",0.0,0.0,0.0,neutral,0,0.004646075423806906
69,who is ted talking about in how i met your mother,Tracy McConnell,True,I don't know,0.0,0.0,1.0,contradiction,0,0.26613903045654297,The Mother appearing in  The Locket /Td> /Tr> Tr> Tr> Th> First appearance /Th> Td>  Lucky Penny ( unseen ) /Td,0.0,0.0,1.0,contradiction,0,0.1818726509809494
70,who played the baby in the blue lagoon,,False,I don't know,,,,neutral,0,0.10859543830156326,The Goats.,,,,neutral,0,0.06525857001543045
71,the period of european history between ancient and modern eras,,False,Europe,,,,neutral,0,0.16968505084514618,European Union.,,,,neutral,0,0.16332289576530457
72,when does grey's anatomy season 14 premiere,"September 28, 2017",True,I don't know,0.0,0.0,1.0,contradiction,0,0.23095132410526276,The thirteenth season of Grey's Anatomy /Td> /Tr> /Tr> Tr> Tr> Tr> Tr> Tr> Tr> Tr,0.0,0.0,1.0,entailment,1,0.8078404664993286
73,the partial pressure of carbon dioxide in arterial blood is approximately,at sea level (765 mmHg) in arterial blood is between 35 mmHg and 45 mmHg,True,I don't know,0.0,0.0,0.0,contradiction,0,0.10530539602041245,Industrial Revolution,0.0,0.0,0.0,neutral,0,0.15485242009162903
74,what kind of music is scott joplin most famous for,,False,I don't know,,,,contradiction,0,0.1471138745546341,Scott Joplin /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> ,,,,entailment,1,0.6730090975761414
75,cast of star trek the next generation the perfect mate,,False,I don't know,,,,contradiction,0,0.15897683799266815,The make up designed for Famke Janssen as Kamala was later used on Terry Farrell in Star Trek : Deep Space Nine /Td> /Th> /Tr> Tr> Th> Episode no. /Th>,,,,entailment,1,0.6834559440612793
76,what was uncle jesse's original last name on full house,Cochran,True,I don't know,0.0,0.0,0.0,contradiction,0,0.13347862660884857,The show was renewed for a fourth season.,0.0,0.0,0.0,entailment,1,0.9476199150085449
77,map of gulf of mexico and atlantic ocean,,False,I don't know,,,,contradiction,0,0.1715170294046402,The United States and Mexico are the largest countries in the Gulf of Mexico.,,,,neutral,0,0.007536384277045727
78,who pays the judgements on the judge mathis show,Greg Mathis,True,I don't know,0.0,0.0,0.0,neutral,0,0.06385689973831177,The Wonderful World of Make Believe is a list of episodes of the American comedy series Blue Mountain State.,0.0,0.0,0.0,contradiction,0,0.13129466772079468
79,who made up the elf on the shelf,Chanda Bell,True,I don't know,0.0,0.0,1.0,neutral,0,0.12938863039016724,"From 1998 to 2000 and since 2015, it was reverted to five but only up to the second runner - up was awarded ( regardless if the pageant post-announces the placements of the other 2 delegates who made it to the Top 5 ).",0.0,0.0,1.0,neutral,0,0.013962856493890285
80,dale carnegie how to win and influence friends pdf,,False,I don't know,,,,contradiction,0,0.1650327742099762,The escape velocity is the distance from the escape velocity of a combustible object.,,,,entailment,1,0.3890779912471771
81,does an american president have to be born in the united states,,False,I don't know,,,,neutral,0,0.019646231085062027,"Armando Quintanilla ( born 1968 ), Mexican long - distance runner",,,,neutral,0,0.02831973321735859
82,who warned concord that the british were coming,Samuel Prescott,True,I don't know,0.0,0.0,1.0,neutral,0,0.1391402781009674,"The remembrance poppy is an artificial flower that has been used since 1921 to commemorate military personnel who have died in war, and represents a common or field poppy, Papaver rhoeas.",0.0,0.0,1.0,entailment,1,0.7508549094200134
83,who lasted the longest on alone season 2,David McIntyre,True,I don't know,0.0,0.0,0.0,neutral,0,0.010295460000634193,The season was a regular season.,0.0,0.0,0.0,neutral,0,0.08705095201730728
84,for an asset to be considered money it must be,,False,I don't know,,,,neutral,0,0.18601159751415253,black dress,,,,neutral,0,0.16796831786632538
85,vienna general hospital - medical university campus wien austria,,False,I don't know,,,,contradiction,0,0.12713125348091125,The University of Vienna Tr> Tr> Tr> Tr> Tr> Th> Type /Th> Td> Public /Th> /Th> Th> Established /Th,,,,entailment,1,0.8036909699440002
86,the boy in robin hood prince of thieves,,False,I don't know,,,,neutral,0,0.014280775561928749,Whipping boy was a common punishment of tutors at that time.,,,,neutral,0,0.402602881193161
87,which is another name for a client operating system,,False,Reflection coatings exhibit low reflection over some range of wavelengths,,,,neutral,0,0.023824244737625122,Reflection coatings exhibit low reflection over some range of wavelengths.,,,,neutral,0,0.12493127584457397
88,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",True,I don't know,0.0,0.0,1.0,contradiction,0,0.1827121526002884,"The Pentagon is located in Arlington County, Virginia.",0.0,0.0,1.0,neutral,0,0.005617173854261637
89,who determines the size of the supreme court,Congress,True,I don't know,0.0,0.0,1.0,contradiction,0,0.3056687116622925,The current members of the Supreme Court of the United States /Th> /Th> /Tr> Tr> Tr> Td> Dl> Dt> Chief Justice /Dt> Dd,0.0,0.0,1.0,entailment,1,0.9546589255332947
90,who is the actor that plays lucifer on tv,Thomas John Ellis,True,I don't know,0.0,0.0,0.0,neutral,0,0.25950026512145996,The Dumping Ground.,0.0,0.0,0.0,neutral,0,0.21496464312076569
91,when did darth maul die in star wars,,False,Star Wars: Episode I -- The Phantom Menace,,,,contradiction,0,0.15297044813632965,Star Wars : Episode I -- The Phantom Menace ) /Li> Li> Li> Li> Li> Tr> Tr> Tr> Tr> Tr>,,,,entailment,1,0.44183385372161865
92,who has been the richest person in the world,,False,I don't know,,,,neutral,0,0.1346493661403656,"The United States is one of only two common law jurisdictions in the world, along with Liberia, that continues to use the grand jury to screen criminal indictments.",,,,neutral,0,0.04242745786905289
93,when was the last time liverpool won first 5 games,,False,I don't know,,,,neutral,0,0.1320311278104782,The first player to win 300 games was Pud Galvin in 1888.,,,,neutral,0,0.01278733927756548
94,don henley you'll never make love in this town again,,False,to say it,,,,neutral,0,0.04638327285647392,say it,,,,neutral,0,0.18574950098991394
95,which of the following can increase the heat island effect in urban areas,,False,UHI,,,,neutral,0,0.3618873953819275,UHI.,,,,neutral,0,0.26756346225738525
96,who designed the national coat of arms of south africa,Iaan Bekker,True,I don't know,0.0,0.0,0.0,contradiction,0,0.18771231174468994,"The Coat of arms of the Republic of South Africa /Th> /Tr> Tr> Td colspan=""2""> /Tr> /Tr> /Tr> /Tr> ",0.0,0.0,0.0,entailment,1,0.8103969097137451
97,who was gails most recent husband in coronation street,,False,I don't know,,,,contradiction,0,0.1736149936914444,Gail McIntyre,,,,entailment,1,0.6787872910499573
98,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,True,MVC design pattern has been used.,0.0,0.0,0.0,neutral,0,0.084851935505867,"The EU's predecessor, the European Economic Community, was founded with the Inner Six member states in 1958.",0.0,0.14814814814814817,0.0,neutral,0,0.07343825697898865
99,when did the dolan twins post their first youtube video,,False,I don't know,,,,contradiction,0,0.20024068653583527,Logan Paul /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> ,,,,neutral,0,0.05581344664096832
100,what does it mean when u have a lot of saliva,,False,I don't know,,,,neutral,0,0.2543708384037018,"The sentence ""to be flogged by proxy was the exclusive privilege of royal blood... It was much coveted for the children of the poorer gentry, as the first step in the ladder of preferment """" is true.",,,,neutral,0,0.10030053555965424
101,where does st elmo's fire take place,,False,I don't know,,,,neutral,0,0.18872876465320587,dispense with water.,,,,neutral,0,0.26396235823631287
102,who sings the song i ain't got nobody,,False,Cookie Jar Song,,,,neutral,0,0.09332362562417984,The Cookie Jar Song is a sing along and game of children's music.,,,,neutral,0,0.03604337200522423
103,what is the chemical formula for sodium bicarbonate,,False,I don't know,,,,neutral,0,0.0800347775220871,P> Table> Sodium bicarbonate Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /T,,,,neutral,0,0.4045570492744446
104,where did the term sixes and sevens come from,,False,Love Go,,,,neutral,0,0.33401596546173096,The song Where Did Our Love Go.,,,,contradiction,0,0.07480999082326889
105,what was the benefit of allied forces taking control of north africa,,False,I don't know,,,,neutral,0,0.020071301609277725,The passage is a table of events.,,,,neutral,0,0.05284513160586357
106,when was the universal law of gravitation discovered,,False,Inge Lehmann,,,,contradiction,0,0.12765975296497345,"The Earth was discovered to have a solid inner core distinct from its liquid outer core in 1936, by the Danish seismologist Inge Lehmann, who deduced its presence by studying seismograms from earthquakes in New Zealand.",,,,contradiction,0,0.01176808588206768
107,what is the central contention of andrew carnegie's the gospel of wealth,,False,I don't know,,,,contradiction,0,0.0763411670923233,The Lord's Prayer.,,,,entailment,1,0.6115567088127136
108,where are brine shrimp found in the wild,,False,I don't know,,,,contradiction,0,0.25117698311805725,The electron transport chain is located in the cell membrane.,,,,entailment,1,0.9763430953025818
109,who played ron's sister in harry potter,,False,I don't know,,,,contradiction,0,0.18906427919864655,Lord Voldemort /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th,,,,contradiction,0,0.03352505713701248
110,now that's what i call music 17 songs,,False,I don't know,,,,contradiction,0,0.2181774526834488,"The Shrek Soundtracks are a collection of soundtracks from all four movies of the Shrek series, including separate editions for the movie score.",,,,entailment,1,0.7863795757293701
111,when did now thats what i call music come out,28 November 1983,True,I don't know,0.0,0.0,0.0,neutral,0,0.1725672334432602,"The focus was primarily on Klaus ( Joseph Morgan ), Elijah ( Daniel Gillies ), and Rebekah ( Claire Holt ) who found out in the backdoor pilot, aired on April 25, 2013, how Hayley Marshall ( Pho",0.0,0.0,0.0,contradiction,0,0.03971138596534729
112,match each animal with the best description of their migratory behavior,,False,Frederick the Great,,,,neutral,0,0.1692505031824112,Frederick the Great of Frederick the Great.,,,,neutral,0,0.29150137305259705
113,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta",True,I don't know,0.0,0.0,0.0,contradiction,0,0.23796440660953522,American.,0.0,0.0,0.0,contradiction,0,0.04764697700738907
114,what goods does the us trade with canada,,False,America,,,,neutral,0,0.34867018461227417,The British suspended their policy of impressment of American sailors.,,,,contradiction,0,0.03502088412642479
115,how old do you have to be to get a tattoo in utah,,False,I don't know,,,,neutral,0,0.25473132729530334,The song was first performed in Annie Get Your Gun by Ethel Merman and Ray Middleton.,,,,entailment,1,0.9736073613166809
116,where did the band bastille get their name,Bastille Day,True,carotenoid group,0.0,0.0,0.0,neutral,0,0.06122897192835808,"The name is from Greek xanthos ( ,  yellow '' ) and phyllon ( ,  leaf '' ), due to their formation of the yellow pigments",0.0,0.0,0.0,neutral,0,0.00454669026657939
117,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.",True,I don't know,0.0,0.0,1.0,contradiction,0,0.1488589346408844,Cedar River,0.0,0.08333333333333334,1.0,entailment,1,0.5362709760665894
118,who plays nicholas in the princess diaries 2,Chris Pine,True,I don't know,0.0,0.0,0.0,neutral,0,0.009578995406627655,/Tr> P>,0.0,0.0,0.0,neutral,0,0.009500047191977501
119,what is the population of st. john's newfoundland,,False,I don't know,,,,neutral,0,0.1030622199177742,The coordinates of St. John's are 47 ° 33 ′ 41 '' N.,,,,neutral,0,0.05554569512605667
120,the hornet the great book of nature in hindi,,False,54,,,,contradiction,0,0.17862099409103394,The running time of the film is 54 minutes.,,,,neutral,0,0.006216999609023333
