idx,question,gold,has_gold,pred_A,em_A,f1_A,hit@10_A,ent_label_A,ent_faith_A,ent_score_A,pred_B,em_B,f1_B,hit@10_B,ent_label_B,ent_faith_B,ent_score_B
30,inheritance of the a b o blood groups is an example of,,False,"presence of one, both, or neither of the A and B antigens on erythrocytes",,,,entailment,1,0.8155105113983154,"ABO blood types are also present in some other animals such as rodents and apes, such as chimpanzees, bonobos, and gorillas.",,,,entailment,1,0.8783840537071228
31,how many beverly hills cops movies are there,three,True,I don't know,0.0,0.0,1.0,contradiction,0,0.06360355764627457,"The show was renewed for a second season on May 16, 2016.",0.0,0.0,1.0,neutral,0,0.02655194140970707
32,who holds the most women's wimbledon titles,Martina Navratilova,True,I don't know,0.0,0.0,1.0,contradiction,0,0.1474703848361969,The following players were not in the Wimbledon Ladies'Singles Champions Tr> Th> Location /Th> Tr> Th> Venue /Th> AELTC /Tr> /Tr> Th> ,0.0,0.0,1.0,neutral,0,0.048795007169246674
33,what does a dualist way of thinking mean,,False,I don't know,,,,contradiction,0,0.07460381090641022,Atomism is a term used to describe the uncuttable state of matter.,,,,neutral,0,0.2013130933046341
34,where does jinx you owe me a coke come from,Jinx is a children's game with varying rules and penalties that occur when two people unintentionally speak the same word or phrase simultaneously,True,I don't know,0.0,0.0,0.0,neutral,0,0.17664018273353577,The Coca - Cola Company /Td> /Tr> /Tr> /Tr> Th> Manufacturer /Th> Td> The Coca - Cola Company /Td> /Tr,0.0,0.04878048780487805,0.0,entailment,1,0.6925239562988281
35,do yahoo email addresses end in com or net,,False,"Unix operating systems are Windows Vista, Windows 7 and Windows 2000",,,,neutral,0,0.06675910204648972,Windows Vista is the most common modern version of Windows.,,,,neutral,0,0.07175853103399277
36,who's making love to your old lady,,False,I don't know,,,,contradiction,0,0.12119386345148087,The Lady's Dressing Room.,,,,entailment,1,0.6791146993637085
37,athletes who have won dancing with the stars,,False,I don't know,,,,contradiction,0,0.1194721981883049,The first contestant to pass away after appearing on the show is Florence Henderson.,,,,contradiction,0,0.0900702252984047
38,equation for the velocity of an object in motion at constant acceleration,,False,I don't know,,,,contradiction,0,0.21642443537712097,The Coriolis force is proportional to the rotation rate.,,,,entailment,1,0.673287570476532
39,where does the last name hickey come from,Irish origin,True,I don't know,0.0,0.0,1.0,contradiction,0,0.16823509335517883,The surname is a common surname of Irish origin.,0.0,0.3636363636363636,1.0,entailment,1,0.9205325841903687
40,when does maggie come on grey's anatomy,,False,Grey's Anatomy,,,,entailment,1,0.4343211054801941,"Maggie Pierce /Tr> /Tr> /Tr> Tr> Td colspan=""2""> Maggie Pierce /Tr> /Tr> Tr> Tr> Tr",,,,contradiction,0,0.35845717787742615
41,the rembrandts i'll be there for you album,,False,I don't know,,,,neutral,0,0.2269454002380371,Andy Gibb,,,,entailment,1,0.6532115340232849
42,where do lie bumps come from on your tongue,,False,Humans,,,,entailment,1,0.6989054083824158,"The skin color of darker - skinned humans is not entirely uniform across an individual's skin ; for example, the skin of the palm and the sole is lighter than most other skin, and this is especially noticeable in darker - skinned people.",,,,neutral,0,0.05677346512675285
43,where is the greatest royal rumble taking place,"Jeddah, Saudi Arabia",True,Pacific Ocean).,0.0,0.0,1.0,neutral,0,0.061307284981012344,Pacific Ocean).,0.0,0.0,1.0,neutral,0,0.061307284981012344
44,who sang my name is tallulah in bugsy malone,"Louise ""Liberty"" Williams",True,I don't know,0.0,0.0,0.0,neutral,0,0.02524292841553688,"Kilmer is most remembered for  Trees '', which has been the subject of frequent parodies and references in popular culture.",0.0,0.0,0.0,entailment,1,0.47987934947013855
45,a property tax bill is an example of,,False,I don't know,,,,neutral,0,0.017821945250034332,"The Homestead Acts were several United States federal laws that gave an applicant ownership of land, typically called a  homestead, '' at no cost.",,,,neutral,0,0.011034893803298473
46,when did the volcano erupt in indonesia 2018,,False,Pacific Ocean,,,,entailment,1,0.8638759851455688,Pacific Ocean.,,,,entailment,1,0.934526801109314
47,income elasticity of demand for normal good is always,,False,law of demand,,,,neutral,0,0.3213615417480469,"The law of demand states that if the price of a good increases (  ), quantity demanded decreases (  ) ; conversely, as the price of a good decreases (  ) ; quantity demanded increases (  )",,,,neutral,0,0.1338949054479599
48,what is andy's sisters name in toy story,Molly,True,Earth,0.0,0.0,0.0,neutral,0,0.012152356095612049,The series marks the second woman - led animated series by Disney.,0.0,0.0,0.0,neutral,0,0.0015527067007496953
49,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,True,I don't know,0.0,0.0,0.0,contradiction,0,0.24212099611759186,/P>,0.0,0.0,0.0,contradiction,0,0.27642446756362915
50,when was the cat of nine tails last used,,False,I don't know,,,,contradiction,0,0.26268863677978516,The Harry Potter logo was used first in American editions of the novel series and later in films,,,,entailment,1,0.9571847319602966
51,what is the largest catholic high school in america,St. Francis Preparatory School,True,track & field,0.0,0.0,0.0,neutral,0,0.03161006048321724,"The Greater Los Angeles Area has ten major league professional teams : the Anaheim Ducks, the Los Angeles Angels, the Los Angeles Chargers, the Los Angeles Clippers, the Los Angeles Dodgers, the Los Angeles Galaxy, the Los Angeles Kings, the",0.0,0.0,0.0,neutral,0,0.41440045833587646
52,who established the peoples republic of china in 1949,Mao Zedong,True,Singapore Declaration,0.0,0.0,0.0,contradiction,0,0.05114476755261421,Singapore Declaration.,0.0,0.0,0.0,contradiction,0,0.020964784547686577
53,where do clouds form when there is a cold front,,False,I don't know,,,,neutral,0,0.2020891159772873,The cold front is the leading edge of a cooler mass of air.,,,,entailment,1,0.9770147800445557
54,who sang take that look off your face,Marti Webb,True,I don't know,0.0,0.0,0.0,contradiction,0,0.13551291823387146,"Pat Brady ( actor ) ( 1914 -- 1972 ), best known as the  comical sidekick '' to Roy Rogers /Li> Li> Pan't Take My Eyes Off You '' /Th",0.0,0.0,0.0,entailment,1,0.5728130340576172
55,who plays percy in the lost city of z,Charlie Hunnam,True,I don't know,0.0,0.0,0.0,contradiction,0,0.14370699226856232,The wizard /Tr> is a fictional character in the Harry Potter series.,0.0,0.0,0.0,entailment,1,0.6128859519958496
56,where did meredith grey go instead of dc,,False,I don't know,,,,neutral,0,0.0050809853710234165,"Thea Queen ( Willa Holland ) and Roy Harper ( Colton Haynes ), Ray Palmer ( Brandon Routh ), Curtis Holt ( Echo Kellum ), Rene Ramirez ( Rick Gonzalez ), Evelyn Sharp ( Madison McLaugh",,,,entailment,1,0.8863734006881714
57,is stone cold steve austin in the longest yard,,False,I don't know,,,,contradiction,0,0.14632762968540192,The song is first performed in Annie Get Your Gun by Ethel Merman and Ray Middleton.,,,,entailment,1,0.938944935798645
58,who plays the first lady on house of cards,Joanna C. Going,True,I don't know,0.0,0.0,0.0,neutral,0,0.06563221663236618,Roseanne Barr,0.0,0.0,0.0,entailment,1,0.7172049283981323
59,can't take my eyes off you lyrics meaning,,False,I don't know,,,,neutral,0,0.12745152413845062,Trees '' is a lyric poem by American poet Joyce Kilmer.,,,,entailment,1,0.8634335398674011
60,what are the parts of the finger called,,False,I don't know,,,,neutral,0,0.19451750814914703,The telson is the posterior-most division of the body of an arthropod.,,,,entailment,1,0.9599782824516296
61,better than i've ever been dj premier remix,,False,I don't know,,,,neutral,0,0.09654633700847626,Justin Bieber.,,,,entailment,1,0.6357972621917725
62,who sang cant take my eyes off of you,,False,US single,,,,entailment,1,0.47297435998916626,The single was released on May 1967.,,,,neutral,0,0.0026822376530617476
63,what is the meaning of the word midian,,False,I don't know,,,,contradiction,0,0.20611101388931274,Sodom and Gomorrah were cities mentioned in the Book of Genesis and throughout the Hebrew Bible.,,,,contradiction,0,0.034732963889837265
64,who invented the use of electricity during the industrial revolution,,False,I don't know,,,,neutral,0,0.16796743869781494,"The Scientific Revolution was a series of events that marked the emergence of modern science during the early modern period, when developments in mathematics, physics, astronomy, biology ( including human anatomy ) and chemistry transformed the views of society about nature.",,,,entailment,1,0.9745868444442749
65,who owns st andrews golf course in scotland,The St Andrews Links Trust,True,I don't know,0.0,0.0,0.0,contradiction,0,0.15923917293548584,The All England Lawn Tennis and Croquet Club is a private members'club.,0.0,0.11764705882352941,0.0,entailment,1,0.9864407181739807
66,the noble gas in the same period as germanium,,False,I don't know,,,,neutral,0,0.03153268247842789,"Arsenic poisoning, the rate of reaction will decrease as the reaction proceeds.",,,,entailment,1,0.7531623840332031
67,at the center of the storm george tenet,,False,The Constitutional Convention was to revise the Articles of Confederation,,,,contradiction,0,0.015287205576896667,Congress to revise the Constitution was to revise the Articles of Confederation,,,,contradiction,0,0.021741852164268494
68,which city and state hosts the annual college world series,"Omaha, Nebraska",True,NCAA championship,0.0,0.0,0.0,neutral,0,0.008342469111084938,NCAA championship,0.0,0.0,0.0,neutral,0,0.008342469111084938
69,who is ted talking about in how i met your mother,Tracy McConnell,True,I don't know,0.0,0.0,1.0,contradiction,0,0.36270686984062195,Max ( deceased former boyfriend ) Louis ( ex-boyfriend ),0.0,0.0,1.0,contradiction,0,0.3552660048007965
70,who played the baby in the blue lagoon,,False,El Nio de Navidad,,,,contradiction,0,0.11527475714683533,El Nio de Navidad '',,,,contradiction,0,0.08930166065692902
71,the period of european history between ancient and modern eras,,False,Constitution,,,,neutral,0,0.24009749293327332,European Union ( EU ) membership.,,,,neutral,0,0.23094698786735535
72,when does grey's anatomy season 14 premiere,"September 28, 2017",True,I don't know,0.0,0.0,1.0,contradiction,0,0.17811168730258942,"The tenth season debuted on March 27, 2018.",0.0,0.0,1.0,entailment,1,0.8898082971572876
73,the partial pressure of carbon dioxide in arterial blood is approximately,at sea level (765 mmHg) in arterial blood is between 35 mmHg and 45 mmHg,True,I don't know,0.0,0.0,0.0,contradiction,0,0.10530539602041245,"The atmosphere of Earth is the layer of gases, commonly known as air, that surrounds the planet Earth and is retained by Earth's gravity.",0.0,0.10256410256410255,0.0,neutral,0,0.29777732491493225
74,what kind of music is scott joplin most famous for,,False,I don't know,,,,contradiction,0,0.21787311136722565,/P>,,,,contradiction,0,0.34141039848327637
75,cast of star trek the next generation the perfect mate,,False,I don't know,,,,contradiction,0,0.19215478003025055,The make up designed for Famke Janssen as Kamala was later used on Terry Farrell in Star Trek : Deep Space Nine /Td> /Tr> Tr> Tr> Th> Episode no. /Th>,,,,entailment,1,0.8025962710380554
76,what was uncle jesse's original last name on full house,Cochran,True,I don't know,0.0,0.0,0.0,neutral,0,0.16142204403877258,Stephen F. Austin /Th> /Th> /Th> /Th> /Th> /Th> Stephen Fuller Austin /Th> /Th> /Th> /Th> /Th> ,0.0,0.0,0.0,contradiction,0,0.404484361410141
77,map of gulf of mexico and atlantic ocean,,False,I don't know,,,,contradiction,0,0.18038830161094666,The maximum width of the Gulf of Mexico /Td> /Tr> /Tr> Tr> Tr> Tr> Tr> Tr> Tr> Tr> T,,,,contradiction,0,0.14699843525886536
78,who pays the judgements on the judge mathis show,Greg Mathis,True,I don't know,0.0,0.0,0.0,neutral,0,0.09828993678092957,The term is a Latin legal term meaning  in the character or manner of a pauper ''.,0.0,0.0,0.0,neutral,0,0.1808876097202301
79,who made up the elf on the shelf,Chanda Bell,True,I don't know,0.0,0.0,1.0,contradiction,0,0.14446838200092316,The story is about the elf and the elf on the shelf.,0.0,0.0,1.0,entailment,1,0.5745502710342407
80,dale carnegie how to win and influence friends pdf,,False,I don't know,,,,neutral,0,0.17532427608966827,"The Reid technique is a registered trademark of John E. Reid and Associates, and is widely used by law enforcement agencies in North America.",,,,entailment,1,0.9845709800720215
81,does an american president have to be born in the united states,,False,I don't know,,,,contradiction,0,0.05366502329707146,The United States presidential line of succession is set by the United States Constitution and the Presidential Succession Act of 1947 as subsequently amended to include newly created cabinet offices.,,,,neutral,0,0.3972162902355194
82,who warned concord that the british were coming,Samuel Prescott,True,I don't know,0.0,0.0,1.0,neutral,0,0.16771389544010162,The phrase entered the American lexicon early in its colonial history through the 1630 sermon  A Model of Christian Charity '' preached by Puritan John Winthrop while still aboard the ship Arbella.,0.0,0.0,1.0,neutral,0,0.013620790094137192
83,who lasted the longest on alone season 2,David McIntyre,True,I don't know,0.0,0.0,0.0,contradiction,0,0.05706746131181717,Buck Rogers in the 25th Century /Th> /Th> /Tr> Tr> Tr> Th> Developed by /Th> Td> Ul> Li> Glen A.,0.0,0.0,0.0,entailment,1,0.5566731691360474
84,for an asset to be considered money it must be,,False,I don't know,,,,neutral,0,0.10213146358728409,/P>,,,,neutral,0,0.23332004249095917
85,vienna general hospital - medical university campus wien austria,,False,I don't know,,,,contradiction,0,0.12713125348091125,The University of Vienna Tr> Tr> Tr> Tr> Tr> Th> Type /Th> Td> Public /Th> /Th> Th> Established /Th,,,,entailment,1,0.8036909699440002
86,the boy in robin hood prince of thieves,,False,I don't know,,,,neutral,0,0.1346670687198639,Iduna is the goddess of the forest.,,,,entailment,1,0.8859339356422424
87,which is another name for a client operating system,,False,I don't know,,,,neutral,0,0.07976975291967392,The model of a database schema is a model of a model of a theory.,,,,neutral,0,0.0513848215341568
88,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",True,I don't know,0.0,0.0,1.0,contradiction,0,0.2180456668138504,"The United States Department of Defense was formed on September 18, 1947.",0.0,0.0,1.0,neutral,0,0.016081716865301132
89,who determines the size of the supreme court,Congress,True,I don't know,0.0,0.0,1.0,contradiction,0,0.18805651366710663,The Supreme Court of the United States /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Tr> /Th> /Tr>,0.0,0.0,1.0,entailment,1,0.8847182393074036
90,who is the actor that plays lucifer on tv,Thomas John Ellis,True,I don't know,0.0,0.0,0.0,neutral,0,0.018383175134658813,"The focus was primarily on Klaus ( Joseph Morgan ), Elijah ( Daniel Gillies ), and Rebekah ( Claire Holt ) who found out in the backdoor pilot, aired on April 25, 2013, how Hayley Marshall ( Pho",0.0,0.0,0.0,contradiction,0,0.013346463441848755
91,when did darth maul die in star wars,,False,Star Wars: Episode I -- The Phantom Menace,,,,contradiction,0,0.15297044813632965,Star Wars : Episode I -- The Phantom Menace ) /Li> Li> Li> Li> Li> Tr> Tr> Tr> Tr> Tr>,,,,entailment,1,0.44183385372161865
92,who has been the richest person in the world,,False,I don't know,,,,neutral,0,0.03620319068431854,The only other player to have hit 700 or more is Babe Ruth with 714.,,,,neutral,0,0.018411751836538315
93,when was the last time liverpool won first 5 games,,False,I don't know,,,,contradiction,0,0.21302957832813263,The European Champions League /Td> /Tr> /Tr> /Tr> Th> The European Champions League /Td> /Tr> /Tr> Th> The European Champions League ,,,,entailment,1,0.6691733002662659
94,don henley you'll never make love in this town again,,False,I don't know,,,,neutral,0,0.034950125962495804,The song was written by Leonard Bernstein and the lyrics by Betty Comden and Adolph Green.,,,,entailment,1,0.908168613910675
95,which of the following can increase the heat island effect in urban areas,,False,I don't know,,,,contradiction,0,0.04327674210071564,"The sentence ""upwelling"" means ""the rate at which Earth's atmospheric temperature decreases with an increase in altitude, or increases with the decrease in altitude."" is not true.",,,,contradiction,0,0.008413971401751041
96,who designed the national coat of arms of south africa,Iaan Bekker,True,I don't know,0.0,0.0,0.0,contradiction,0,0.21239537000656128,"The Coat of arms of the Republic of South Africa /Th> /Tr> Tr> Td colspan=""2""> /Tr> /Tr> Tr> Th colspan=""2""",0.0,0.0,0.0,entailment,1,0.8554242849349976
97,who was gails most recent husband in coronation street,,False,I don't know,,,,neutral,0,0.3556494116783142,"The sentence ""Amy Dowden ( 1991 - 08 - 10 ) 10 August 1991 ( age 27 ) Caerphilly",,,,entailment,1,0.48791754245758057
98,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,True,I don't know,0.0,0.0,0.0,neutral,0,0.333003431558609,The text may be too technical for most readers to understand.,0.0,0.09523809523809525,0.0,entailment,1,0.9676580429077148
99,when did the dolan twins post their first youtube video,,False,I don't know,,,,contradiction,0,0.20142443478107452,The Dolan Twins /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th> /Th,,,,entailment,1,0.7021782994270325
100,what does it mean when u have a lot of saliva,,False,I don't know,,,,contradiction,0,0.04309174418449402,excessively complex and time consuming.,,,,entailment,1,0.571248471736908
101,where does st elmo's fire take place,,False,The disease is caused by Yersinia pestis,,,,neutral,0,0.006015069782733917,"The disease is caused by Yersinia pestis, which is enzootic ( commonly present ) in populations of ground rodents in Central Asia.",,,,neutral,0,0.026704635471105576
102,who sings the song i ain't got nobody,,False,I don't know,,,,contradiction,0,0.22581961750984192,"The single was released on May 27, 1997 /Td> /Tr> Tr> Tr> Th colspan=""2""> /Tr> Tr> Th colspan=""2""> Single",,,,entailment,1,0.9014590382575989
103,what is the chemical formula for sodium bicarbonate,,False,I don't know,,,,contradiction,0,0.18175797164440155,/Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /T,,,,contradiction,0,0.19853521883487701
104,where did the term sixes and sevens come from,,False,I don't know,,,,neutral,0,0.17027994990348816,The order of precedence.,,,,neutral,0,0.3182982802391052
105,what was the benefit of allied forces taking control of north africa,,False,I don't know,,,,contradiction,0,0.16703476011753082,"The map shows the territories held by Allied ( green ), Axis ( orange ), and neutral ( grey ) powers at the outbreak of hostilities in the Mediterranean /Td> /Tr> /Tr> Td col",,,,entailment,1,0.9662554860115051
106,when was the universal law of gravitation discovered,,False,I don't know,,,,neutral,0,0.06746126711368561,The Coriolis force is an inertial force that acts on objects that are in motion relative to a rotating reference frame.,,,,entailment,1,0.9519383311271667
107,what is the central contention of andrew carnegie's the gospel of wealth,,False,I don't know,,,,contradiction,0,0.10774949938058853,gret in psychology.,,,,contradiction,0,0.08642140030860901
108,where are brine shrimp found in the wild,,False,I don't know,,,,neutral,0,0.01930176466703415,a river.,,,,neutral,0,0.017747079953551292
109,who played ron's sister in harry potter,,False,I don't know,,,,neutral,0,0.3556494116783142,"The focus was primarily on Klaus ( Joseph Morgan ), Elijah ( Daniel Gillies ), and Rebekah ( Claire Holt ) who found out in the backdoor pilot",,,,contradiction,0,0.022035324946045876
110,now that's what i call music 17 songs,,False,I don't know,,,,neutral,0,0.18085934221744537,The 2017 FIFA U-17 World Cup was held from 6 to 28 October.,,,,entailment,1,0.9750443696975708
111,when did now thats what i call music come out,28 November 1983,True,I don't know,0.0,0.0,0.0,contradiction,0,0.21380648016929626,The single was released on 29 April 2016 and was produced by Calvin Harris.,0.0,0.0,0.0,entailment,1,0.6462588310241699
112,match each animal with the best description of their migratory behavior,,False,I don't know,,,,neutral,0,0.0394376702606678,is moving.,,,,neutral,0,0.0343078076839447
113,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta",True,I don't know,0.0,0.0,0.0,contradiction,0,0.13240163028240204,The Super Bowl is a football game that determines the champion of the National Football League ( NFL ).,0.0,0.07692307692307691,0.0,entailment,1,0.9869338274002075
114,what goods does the us trade with canada,,False,I don't know,,,,contradiction,0,0.24083435535430908,The provinces and territories of Canada are the administrative divisions that are responsible for the delivery of sub-national governance within the geographical areas of Canada under the authority of the Canadian Constitution.,,,,entailment,1,0.4769957363605499
115,how old do you have to be to get a tattoo in utah,,False,I don't know,,,,neutral,0,0.042002130299806595,California legal.,,,,neutral,0,0.07899221032857895
116,where did the band bastille get their name,Bastille Day,True,I don't know,0.0,0.0,0.0,contradiction,0,0.1712852269411087,"Bastille /Th> /Th> /Tr> Tr> Th colspan=""2""> background information /Th> /Th> /Tr> /Th> /Th> ",0.0,0.125,0.0,entailment,1,0.7357929348945618
117,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.",True,I don't know,0.0,0.0,1.0,contradiction,0,0.2422146499156952,"Red River /Td> /Tr> /Tr> Tr> Th colspan=""2""> Arkansas River /Td> /Tr> Tr> Th colspan=""2"">",0.0,0.10810810810810811,1.0,contradiction,0,0.409481018781662
118,who plays nicholas in the princess diaries 2,Chris Pine,True,I don't know,0.0,0.0,0.0,neutral,0,0.1102973073720932,The show is set in New Orleans which the Mikaelson family and original vampires helped to build.,0.0,0.0,0.0,entailment,1,0.5393848419189453
119,what is the population of st. john's newfoundland,,False,I don't know,,,,neutral,0,0.06043512001633644,"The last major colonial power on the continent, the United Kingdom, granted dominion status to Canada in 1867 and slowly turned over its remaining land to that country over the next 100 years, with the last land transfer being the Dominion of Newfoundland in 1949.",,,,neutral,0,0.07695654034614563
120,the hornet the great book of nature in hindi,,False,I don't know,,,,neutral,0,0.07128733396530151,"The sentence ""Hermann G was the first newspaper in Malayalam.",,,,contradiction,0,0.052187323570251465
121,where is krishna river located on a map,,False,I don't know,,,,contradiction,0,0.09995990246534348,Krishna /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /Tr> /,,,,contradiction,0,0.3806067407131195
122,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,True,I don't know,0.0,0.0,1.0,contradiction,0,0.1193539947271347,A rectifier converts AC to DC.,0.0,0.0,1.0,neutral,0,0.22081665694713593
