idx,question,gold,has_gold,pred_A,em_A,f1_A,hit@10_A,ent_label_A,ent_faith_A,ent_score_A,pred_B,em_B,f1_B,hit@10_B,ent_label_B,ent_faith_B,ent_score_B
10,who are the actors in fast and furious,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer IS NOT contained IN THE context below, say'I don't know'. <Tr> <Th colspan=""2",,,,entailment,1,0.5697340369224548,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make it the best way inference. Example: Example:Example: Example 2: Example 3: Example 4: Example 5: Example",,,,contradiction,0,0.18392790853977203
11,when does tom paris become a lieutenant again,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer that is not in the Context below. The answer that IS contained in that context is the following:Context:Context :Context: Context:Context::Context",,,,contradiction,0,0.16910503804683685,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction.Context:Context:Memory Consolidation Memory ConsolidationMemory Consolidated Memory Memory MemoryMemory Memory Memory Consolidated",,,,entailment,1,0.5300979614257812
12,who sang the song i'm a nut,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context below, say'I don't know'. </P> <P> The answer to the question is not included in the Context below",,,,contradiction,0,0.25828981399536133,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make it the best way possible inference. If the question is not directly stated, then make the worst possible inference and make the most",,,,contradiction,0,0.15623824298381805
13,who sings the song i don't care i love it,Icona Pop and Charli XCX,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer IS NOT contained IN THE context below, say'I don't know'. </Tr> <Tr> {Context:",0.0,0.0,0.0,entailment,1,0.47121256589889526,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction. If it is explicitly stated.Context:Context:<Tr> <Tr> {Context:context:",0.0,0.0,0.0,entailment,1,0.49200209975242615
14,what does the key to the city entitle you to,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY THE context below: Context: ContextContext: Context Context:Context:ContextContext:contextContext:textContext:TextContext:ExampleContext:EventContext",,,,entailment,1,0.75999915599823,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make a best possible deduction. Example: Example:Example: Example 2. Example 3. Example 4. Example 5. Example 6",,,,neutral,0,0.3723456859588623
15,when did fast and furious 5 come out,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer IS NOT contained IN THE context below, say'I don't know'. <Tr> <Th colspan=""2",,,,entailment,1,0.5697340369224548,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make it the best way inference. Example: Example:Example: Example 2: Example 3: Example 4: Example 5: Example",,,,contradiction,0,0.18392790853977203
16,who are uncle owen and aunt beru related to,Shmi,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer to the question that is not included in the Context below. The answer to this question is the following:Context:Contexts:Context-Context:<",0.0,0.0,0.0,neutral,0,0.3219720125198364,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make a best possible deduction. If you are not explicitly stating, make your best possible conclusion.Context:1.1.2",0.0,0.0,0.0,entailment,1,0.660256028175354
17,when the clear air act was revised in 1990 it gave states,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. Answer the question with ONLY the answer below. Answer the answer using ONLY what the context is. Answer: ""I don't know"". Answer: 'I'm not sure'.",,,,contradiction,0,0.004519219510257244,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction. If it does not state, then make the worst possible inference possible.Context: <Table> Clean Air",,,,contradiction,0,0.00710842153057456
18,what is sauce for the goose is sauce for the gander examples,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer IS NOT contained IN THE context below: <Tr> <Tr><Td colspan=""2""> Cookbook : Marin",,,,entailment,1,0.48324504494667053,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference.Example: The following is the context of the question: The context of a pasta pasta pasta sauce is the most common source of carbohydrates in the world.Context: The pasta pasta",,,,neutral,0,0.2603672444820404
19,where is zimbabwe located in the world map,"in southern Africa, between the Zambezi and Limpopo Rivers, bordered by South Africa, Botswana, Zambia and Mozambique",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer may be omitted if the answer does not contain in the Context below. The Answer: ""I don’t know"".",0.0,0.06060606060606061,0.0,contradiction,0,0.03495980054140091,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible statement.Context: Cedar River - Cedar River ( Cedar River ) - Cedar Rapids, Iowa ( Cedar Rapids ) -",0.0,0.031746031746031744,0.0,entailment,1,0.5021077394485474
20,100 acres is equal to how many hectares,1 square hectometre (hm2),True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer to the question that is not in the Context below. The answer to this question is the following: </P> <P> The Morse code code symbol",0.0,0.0,0.0,neutral,0,0.0802808403968811,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference.Example: Morse code code symbol ( letter or numeral ) is a Morse code symbol that represents a letter or dot. The letter or symbol represents a Morse Code symbol ( symbol",0.0,0.0,0.0,neutral,0,0.2836449146270752
21,who has won a calendar grand slam in tennis,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the Question using ONLY The Context below. The acronym EGOT was coined by actor Philip Michael Thomas. </P> <Table> <P>Context: <P><Table",,,,neutral,0,0.3954377770423889,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible statement. If it is explicitly stated and makes the best available inference. The acronym EGOT was coined by actor Philip",,,,entailment,1,0.40957412123680115
22,where was donovan mitchell picked in the draft,13th,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. If the question is not answered, say'I don't know'. The answer is NOT contained in any context. The answer will be answered using ONLY what the question asks.",0.0,0.0,0.0,contradiction,0,0.1867862343788147,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible assumption. If it is explicitly stated in the context, make that best possible statement.Context: The Mindy Project",0.0,0.0,0.0,entailment,1,0.5801162719726562
23,list of food and beverage companies in the philippines,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer will be the same as the answer in the previous question. The question will be answered using ONLY a context below, and the",,,,neutral,0,0.18987256288528442,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible assumption.Context:Context: Context:Context :Context:context:Context::Context:text:ContextContext:",,,,entailment,1,0.5144888162612915
24,where does british airways fly to in south america,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the Question using ONLY The Context below.Answer the Answer using ONLY THE Context below:Context:Contexts:Context :Context: Context:ContextualContext:context:Context",,,,entailment,1,0.6972271800041199,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference.Example: The phrase `` when pigs fly '' is an adynaton, a way of stating an impossibility.Context: The idiom `` when pigvines fly '' (",,,,neutral,0,0.35459452867507935
25,what is the enthalpy of formation of cao(s),,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the following: </Ol> <Ol> </Ol><Ol><Ol>Context: The standard enthalpy of formation or standard heat of formation of a",,,,contradiction,0,0.06354990601539612,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible conclusion.Context: <Ol> <Ol><Ol><P> The standard enthalpy of formation or",,,,neutral,0,0.34692779183387756
26,where did the beatles final live performance take place,the roof of the headquarters of the band's multimedia corporation Apple Corps at 3 Savile Row,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. If the question is not answered using ONLY that context, then say 'You don't want to know'. The answer is NOT contained in any context below, but rather, say that",0.0,0.08955223880597013,0.0,neutral,0,0.2852165997028351,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction.Context: World Cup Finals 2006 World Cup Final 2006 World Championship Final (2006 World Cup finals) <P",0.0,0.08955223880597013,0.0,neutral,0,0.28365468978881836
27,who is the president of costa rica 2017,Luis Guillermo Solís Rivera,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY a context below: <Tr> <Tr><Td colspan=""2""> </Td> </Tr> </TD> </ Tr>",0.0,0.0,0.0,entailment,1,0.5930996537208557,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make a best possible deduction. If you are not explicitly stating, make an inference. Example: Example:Example: Example 2.",0.0,0.0,0.0,entailment,1,0.5707718729972839
28,describe charlemagne in the epic the song of roland,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer will be used in the following context: The answer to the question is not included in the Context below. The Answer is NOT",,,,contradiction,0,0.1801500916481018,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated then make the worst possible inference and make the most possible inference using the following context:Context:Contexts:Context :Context:The context of the",,,,entailment,1,0.3969007134437561
29,when did power rangers tv show come out,"August 28, 1993",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY THE context below: <Tr> <Th colspan=""2""> Power Rangers </Th> </Tr> </Th><Tr> <!--Th col span",0.0,0.0,0.0,entailment,1,0.8655815720558167,"Answer the question as best as you can using the context below.Answer the answer as best possible inference.If the answer is not explicitly stated, make the best possible statement.Answer The Question as best and as best (if the answer was explicitly stated) using the following context: <Tr> <Th col",0.0,0.0,0.0,entailment,1,0.7017836570739746
30,inheritance of the a b o blood groups is an example of,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context below, say'I don't know'.Context:Context:ABO Blood group System:ABS-1-2-3",,,,neutral,0,0.3102240562438965,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction.Context:Context:ABO blood group system is used to denote the presence of one, both, or",,,,neutral,0,0.4139595627784729
31,how many beverly hills cops movies are there,three,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer will be the answer to the question. The context is the context of the question, and the answer will NOT be contained in",0.0,0.0,1.0,contradiction,0,0.05898767337203026,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state the answer, make a best possible assumption. If it is not stated, then make the worst possible inference and make the most possible inference using",0.0,0.0,1.0,neutral,0,0.3749920427799225
32,who holds the most women's wimbledon titles,Martina Navratilova,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context. The answer will be used in the following context: The answer to the question is not included in the Context below. The Answer is NOT",0.0,0.0,1.0,contradiction,0,0.022272590547800064,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. If you can't make the most possible inference, make it the best way you can. If not explicitly stating, make a best possible deduction. If it is not explicit stated",0.0,0.0,1.0,contradiction,0,0.05711748078465462
33,what does a dualist way of thinking mean,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer to the question that is not in the Context below. The answer to this question is the following: The MBTI is a mathematical theory of psychological functions that",,,,contradiction,0,0.05054500326514244,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make a best possible deduction.Context: <Ul> <Li> Truth, Justice, and the American Way, the catch -",,,,neutral,0,0.2644065022468567
34,where does jinx you owe me a coke come from,Jinx is a children's game with varying rules and penalties that occur when two people unintentionally speak the same word or phrase simultaneously,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the Question using ONLY The context below and say 'What is the context?'.Answer The Question using Only the Context below. <Tr> <Th colspan=""2"">",0.0,0.08955223880597014,0.0,contradiction,0,0.1367420256137848,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated then make the worst possible inference, make a best possible deduction. Example: Example:Example: Example 2. Example 3. Example 4. Example 2",0.0,0.0821917808219178,0.0,contradiction,0,0.12672539055347443
35,do yahoo email addresses end in com or net,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. </Tr> <Tr> </Tr><Tr> <!--Table> Yahoo! Answers <Tr><Td colspan=""2""> </Td> </ Tr> < Tr",,,,neutral,0,0.031017228960990906,"Answer the question as best as you can using the context below.Context:Context:If the answer is explicitly stated, make the best possible inference.Context :Context: Context:Context : Context: Context :Context :context:Context::Context:context:context.Context.Context::context: Context.",,,,neutral,0,0.19768941402435303
36,who's making love to your old lady,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the Question using ONLY The Context below. Answer the Question Using ONLY the Context below: <Tr> <Th colspan=""2""> from the album Who's Making Love",,,,entailment,1,0.7482045888900757,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated then make the worst possible inference, make a best possible deduction. Example: Example:Example: Example 2: Example 3: Example 4: Example 5",,,,contradiction,0,0.2555243670940399
37,athletes who have won dancing with the stars,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. If the question is not answered, say it is not included in the Context below.Context:Context: Context: Context : Context:Context : Context :Context: context: Context",,,,neutral,0,0.13274528086185455,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state the answer, make a best possible assumption.Context:Context: Context: ContextContext:contextContext: contextContext:ExampleContext:Fact",,,,entailment,1,0.542933464050293
38,equation for the velocity of an object in motion at constant acceleration,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer to the question that is contained in your context. The answer to this question is the following: </P> <P>Context: The Earth's escape",,,,neutral,0,0.09362314641475677,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated, make the worst possible inference and make the most possible inference using the following context: Context: The Earth's escape velocity from Earth is about 11.",,,,entailment,1,0.6533911824226379
39,where does the last name hickey come from,Irish origin,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY a context below: <Ul> <Ul>, <UlContext: <Li> Cheryl Hickey, born 1976, entertainment reporter for the Global Television Network",0.0,0.0,1.0,entailment,1,0.9008060693740845,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible statement. If it is explicitly stated in the context, make it the best way you can.Context:Context:",0.0,0.0,1.0,entailment,1,0.6226063370704651
40,when does maggie come on grey's anatomy,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the Question using ONLY The context below: <Tr> <Th colspan=""2""> The context of the context above. Answer the question with ONLY the contextual below. Answer",,,,entailment,1,0.6254140734672546,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible assumption. If it does not state the answer, make an inference.Context:Context: Context:Context :Context",,,,entailment,1,0.5676669478416443
41,the rembrandts i'll be there for you album,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY what the context is.Answer the Answer using ONLY that context below: <Tr> <Th colspan=""2""> <Th> <Td col",,,,entailment,1,0.874834418296814,"Answer the question as best as you can using the context below.Answer the answer as best possible inference.If the answer is not explicitly stated, make the best possible statement.Answer The Question as best and as best (if the answer was explicitly stated) using the following context: <Tr> <Th col",,,,entailment,1,0.4821867048740387
42,where do lie bumps come from on your tongue,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the Question using ONLY The context below and say 'You don't want to know'. Answer the Question Using ONLY the Context below. Answer the question with ONLY the answer below.",,,,neutral,0,0.24355490505695343,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated by the answer, make a best possible statement. If you are not explicitly stating, make your best possible interpretation.Context: <Tr> <Tr",,,,entailment,1,0.5575528740882874
43,where is the greatest royal rumble taking place,"Jeddah, Saudi Arabia",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. Answer the question with ONLY the Context below. Answer the answer using ONLY The context below: <Tr> <Th colspan=""2""> The context above. Answer ONLY the contextual",0.0,0.0,1.0,entailment,1,0.7339627146720886,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference.Example:Context:Context :Context: Context:Context::Context:context:ContextContext:Example: ContextContext:<Tr> <Th colspan=""2""> Greatest",0.0,0.0,1.0,neutral,0,0.20132498443126678
44,who sang my name is tallulah in bugsy malone,"Louise ""Liberty"" Williams",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context below, say'I don't know'.Context:Context:The Black Knight is a fictional character who appears in a scene of the",0.0,0.0,0.0,contradiction,0,0.32696521282196045,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated, make the worst possible inference and make the most possible inference using the following context:Context:Contexts:Context :Context: Context:ContextContext",0.0,0.0,0.0,neutral,0,0.3038921058177948
45,a property tax bill is an example of,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. </Table> <Table> </Table><Table><Table> <!--Context: The Anglo - American historical context of property taken by the government in question. </Table></Table",,,,neutral,0,0.05193425714969635,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction. If it is not stated, use the best available inference. </Table> <Table> </Table >",,,,neutral,0,0.4764123558998108
46,when did the volcano erupt in indonesia 2018,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. </Tr> <P> <Tr> (Context: context) <Tr><Tr><Tr> </Tr><Td colspan=""2""> Aceh in Indonesia",,,,neutral,0,0.04995708167552948,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible assumption. If it is not stated, then make the worst possible inference and make the most possible inference. </Tr",,,,neutral,0,0.2807319462299347
47,income elasticity of demand for normal good is always,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer to the question that is not in the Context below. The answer to this question is the following: Context: Contexts: Context Context:Context: Context",,,,contradiction,0,0.11542408168315887,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated in the context, make a best possible deduction.Context: <Ul> <Li> <Ul > <Li > A negative income elasticity of",,,,neutral,0,0.3241104483604431
48,what is andy's sisters name in toy story,Molly,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY The context below and say 'Yes, I don't want to know'.Context:Context: Context:Context :Context:context:Context::Context:",0.0,0.0,0.0,contradiction,0,0.14471200108528137,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction. If it does not clearly state, then make the worst possible inference and make the most possible inference using the",0.0,0.0,0.0,entailment,1,0.4912914037704468
49,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY The context below and say 'You don't want to know'. <Tr> <Tr><Td colspan=""2""> <Tr>[Tr>",0.0,0.0,0.0,contradiction,0,0.09523428976535797,"Answer the question as best as you can using the context below.Answer the answer as best possible inference.If the answer is not explicitly stated, make the best possible statement.Answer The Question as best and as best (if the answer was explicitly stated) using the Context below.Context: <Tr> <",0.0,0.0,0.0,entailment,1,0.5272837281227112
50,when was the cat of nine tails last used,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the answer to the question that is not in the Context below. The answer to this question is the following:Context:Contexts:Context :Context: Context:",,,,contradiction,0,0.18688613176345825,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction.Context:Context:The Marsh test is a highly sensitive method in the context of the Marsh test. The",,,,entailment,1,0.5517608523368835
51,what is the largest catholic high school in america,St. Francis Preparatory School,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. </P> <P> The term pope ( Latin : papa `` father '' ) is used in several Churches to denote their high spiritual leaders ( for example Coptic Pope )",0.0,0.0,0.0,neutral,0,0.023044489324092865,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state, make a best possible deduction.Context:Context:Papal Prerogatives:Papa Pope ( Latin : papa `` father",0.0,0.0,0.0,neutral,0,0.32092681527137756
52,who established the peoples republic of china in 1949,Mao Zedong,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer the answer using ONLY what the context is.Context:Context: Context: ContextContext: context: Context<Tr> <Tr><Th colspan=""2""> <",0.0,0.0,0.0,entailment,1,0.5090657472610474,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer was not explicitly specified, make a best possible statement. If not explicitly, make that best possible conclusion.Context: <Tr> <Tr><Tr> {",0.0,0.0,0.0,entailment,1,0.5522553324699402
53,where do clouds form when there is a cold front,,False,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the following: The question is not answered using ONLY a context below, but the answer IS contained in a context that is not in the Context below. The answer to",,,,contradiction,0,0.22848473489284515,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. If it is not explicitly stated, make the worst possible inference using the following context:Context:Cold Fronts and Dry conveyor belt Circulation Patterns (Cold Front ) : Cold",,,,neutral,0,0.4420066475868225
