idx,question,gold,has_gold,pred_A,em_A,f1_A,hit@10_A,ent_label_A,ent_faith_A,ent_score_A,pred_B,em_B,f1_B,hit@10_B,ent_label_B,ent_faith_B,ent_score_B
44,who sang my name is tallulah in bugsy malone,"Louise ""Liberty"" Williams",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is 'I do not know' and the answer will be 'I am not sure' and that will be the answer to the question. The answer will not be contained",0.0,0.0,0.0,contradiction,0,0.10840930789709091,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is not directly stated, do the best you can by using the text below. If it is explicitly stated in the context of the question, do not make the",0.0,0.0,0.0,entailment,1,0.5208308696746826
48,what is andy's sisters name in toy story,Molly,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer should be 'I'm not sure. I don't want to know. I'm not going to know if I'm going to be able to figure out what to do",0.0,0.0,0.0,neutral,0,0.012658900581300259,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated in the context above, then the answer will be the same as the previous one.Context: <Tr> <Tr colspan=""2"">",0.0,0.0,0.0,neutral,0,0.021863600239157677
49,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Td colspan=""2""> </Tr> <Tr> Format </Th> <Th colspan=2""> <Table> {Tr> 1 : 47 </T",0.0,0.0,0.0,contradiction,0,0.1176697313785553,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> <Tr> Tr> Format </Td> <Table> <Tr><Tr> <Th colspan=2""> Tr>",0.0,0.0,0.0,neutral,0,0.22257199883460999
51,what is the largest catholic high school in america,St. Francis Preparatory School,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. Answer the question with ONLY the Context below.Answer the Question using ONLY The Context above.Answer The Question Using Only the ContextBelow is a list of high schools in the U.",0.0,0.0,0.0,entailment,1,0.6536627411842346,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the context above. If you are unsure of the answer, use the following inference:Context: <P> Context: Context:",0.0,0.0,0.0,entailment,1,0.4991791546344757
52,who established the peoples republic of china in 1949,Mao Zedong,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer to the question is the following. The answer is also the following:Context: The Cold War was a state of geopolitical tension after World War II between the United States and",0.0,0.0,0.0,neutral,0,0.14130523800849915,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. The answer is the following: The question is the answer to the question below.The question is a question about the Cold War and the United States as two superpowers with profound",0.0,0.0,0.0,neutral,0,0.3542506694793701
54,who sang take that look off your face,Marti Webb,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the following: <Tr> <Th colspan=""2""> `` Take That Look Off Your Face '' </Th> </Tr> </Ul> <Ul>",0.0,0.0,0.0,neutral,0,0.12108513712882996,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the context above. If you are not explicitly stating the answer, then you can try to use the following inference:<Tr>",0.0,0.0,0.0,neutral,0,0.3970683515071869
55,who plays percy in the lost city of z,Charlie Hunnam,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Table> <Tr> <Td colspan=""2""> Harry Potter and the Deathly Hallows -- Part 1 </Td> </Tr> </Table> </",0.0,0.0,0.0,neutral,0,0.03440220654010773,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> Harry Potter and the Deathly Hallows </Td> </Tr> <Tr> Last appearance </Th> <Th> Last",0.0,0.0,0.0,neutral,0,0.13559797406196594
58,who plays the first lady on house of cards,Joanna C. Going,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in this context. The answer will NOT be contained in that context. It will not be contained within the context of the question. The question will be answered",0.0,0.0,0.0,contradiction,0,0.06773662567138672,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated in the context above, the answer will be the same as it was in the previous question.Context: <P>Context:<P>",0.0,0.0,0.0,neutral,0,0.29903385043144226
65,who owns st andrews golf course in scotland,The St Andrews Links Trust,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. Answer the question with ONLY the Context below.Answer the Question using ONLY The Context below: <Table> Open Championship, Alfred Dunhill Links Championship </Td> <Tr>",0.0,0.07999999999999999,0.0,neutral,0,0.27983707189559937,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. The answer is the following: <Td colspan=""2""> Open Championship, Alfred Dunhill Links Championship </Td> </Tr> <Tr> Location </Th",0.0,0.0851063829787234,0.0,neutral,0,0.040633849799633026
68,which city and state hosts the annual college world series,"Omaha, Nebraska",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. Answer the question with ONLY the Context below. Answer the answer using ONLY that context.Answer the Question using ONLY The Context below:Answer the Answer Using ONLY theContext:Answer The",0.0,0.0,0.0,entailment,1,0.5681204795837402,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the context to infer the answer to the question. If you do not explicitly state the answer, then the answer will not be stated",0.0,0.0,0.0,neutral,0,0.4351348280906677
69,who is ted talking about in how i met your mother,Tracy McConnell,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Td colspan=""2""> Tracy McConnell </Td> </Tr> <Tr> What is Tracy McConnell's name? Tracy McConnell ( deceased former boyfriend ) Louis (",0.0,0.09756097560975609,1.0,neutral,0,0.04372910410165787,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> Tracy McConnell </Td> </Tr> <Tr> {Tr> Tr> <Th colspan=""""2""> The Mother appearing",0.0,0.1,1.0,neutral,0,0.07563416659832001
72,when does grey's anatomy season 14 premiere,"September 28, 2017",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Td colspan=""2""> List of Grey's Anatomy episodes </Td> </Tr> <Table> <Tr> No. of episodes </Th>",0.0,0.0,1.0,neutral,0,0.08256762474775314,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> List of Grey's Anatomy episodes </Td> </Tr> <Tr> No. of episodes </Th> <T",0.0,0.0,1.0,neutral,0,0.2097080647945404
73,the partial pressure of carbon dioxide in arterial blood is approximately,at sea level (765 mmHg) in arterial blood is between 35 mmHg and 45 mmHg,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer should be 'I'm not sure. I don't want to know. I'm not going to know what I'm going to do with my life.' </P>",0.0,0.06451612903225806,0.0,neutral,0,0.025060180574655533,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the following inference. The following is the context of the question. The context is the following:Context: Context: Context : Context",0.0,0.0303030303030303,0.0,entailment,1,0.49741408228874207
76,what was uncle jesse's original last name on full house,Cochran,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. Answer the question with ONLY the Context below.Question: What is the name of Stephen F. Austin?Answer the following question using only the context above. Answer the following context below",0.0,0.0,0.0,contradiction,0,0.16070395708084106,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the answer does not explicitly state the answer, make your inference as best it can.Context: <Tr> <Th colspan=""2""> Stephen F. Austin </",0.0,0.0,0.0,entailment,1,0.683824896812439
78,who pays the judgements on the judge mathis show,Greg Mathis,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer should be 'I'm not sure' or 'I can't tell you what I'm thinking about'. </P> <Tr> <Th colspan=""2"">",0.0,0.0,0.0,neutral,0,0.06198098137974739,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the following context to infer the answer to the question.Context: The Myers -- Briggs Type Indicator ( MBTI ) is an",0.0,0.0,0.0,entailment,1,0.4699312448501587
79,who made up the elf on the shelf,Chanda Bell,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Tr> <Td> The Elf on the Shelf : A Christmas Tradition <Tr><Td colspan=""2""> </Td></Tr> </Tr>",0.0,0.0,1.0,neutral,0,0.09521766006946564,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. The answer is the following: <Td> The Elf on the Shelf : A Christmas Tradition <Tr> <Ttd colspan=""2""> </Td",0.0,0.0,1.0,neutral,0,0.19806919991970062
82,who warned concord that the british were coming,Samuel Prescott,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is the following: The following is the context of the question. The context is used as the context for the answer to the question: The Context: The context: The",0.0,0.0,1.0,neutral,0,0.23648212850093842,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the following inference.Context: The 1763 Treaty of Paris ended the major war known by Americans as the French and Indian War and",0.0,0.0,1.0,neutral,0,0.41771385073661804
83,who lasted the longest on alone season 2,David McIntyre,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer to the question is the following: <Td> <Tr> <Th colspan=""2""> Buck Rogers in the 25th Century </Th> </Tr>",0.0,0.0,0.0,neutral,0,0.052818119525909424,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated you can use the context to infer the answer to the question below.Context: <Tr> <Th colspan=""2""> Buck Rogers in",0.0,0.0,0.0,neutral,0,0.38799968361854553
88,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Tr> <Th colspan=""2""> U.S. Department of Defense </Td> <Td colspan ""2""> United States Forces Japan 在",0.0,0.0,1.0,neutral,0,0.023608120158314705,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Tr> <Th colspan=""2""> <Td> U.S. Department of Defense </Td. </Tr> </Th> <Tr� <",0.0,0.0,1.0,neutral,0,0.09518341720104218
89,who determines the size of the supreme court,Congress,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Tr> <Th colspan=""2""> <Td> John G. Roberts </Th> </Tr> (Td) <Tr><Tr> {Tr>",0.0,0.0,1.0,neutral,0,0.02412734180688858,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Tr> <Th colspan=""2""> <Td> John G. Roberts </Th> </Tr> (Td, by statute </Td) </",0.0,0.0,1.0,neutral,0,0.0691128745675087
90,who is the actor that plays lucifer on tv,Thomas John Ellis,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer should be 'I do not know' and the answer should not be contained in any context. The answer to the question should be ""I do know"" and not '",0.0,0.0,0.0,contradiction,0,0.023838691413402557,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated in the context of the question, then the answer will be given as follows:Context:The following is a partial list of the episodes of Lucifer",0.0,0.0,0.0,neutral,0,0.30498796701431274
96,who designed the national coat of arms of south africa,Iaan Bekker,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Td colspan=""2""> </Td> </Tr> <Tr> { Tr> <Th colspan =2""> <Tad colspan=2"">",0.0,0.0,0.0,neutral,0,0.015457537025213242,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> </Td> </Tr> <Tr> Anticipation </Th> < Tr> <Th Colspan=""1""> <",0.0,0.0,0.0,neutral,0,0.05866800248622894
98,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'.Answer:Question:What does model code of conduct come into force?Answer: <Table> <Tr> <Td>. Td> This article is written like a",0.0,0.12244897959183675,0.0,neutral,0,0.043883971869945526,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. Example:Example:Context:context:textualContext:textualityContext:descriptionContext:summaryContext:Text:contextual Context:contextContext:templateContext:Context",0.0,0.1111111111111111,0.0,neutral,0,0.12659062445163727
111,when did now thats what i call music come out,28 November 1983,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Tr> <Th colspan=""2""> <Td colspan""2""> ""I Don't Know"" </Td> </Tr> (Tr> ) <",0.0,0.0,0.0,neutral,0,0.05546146258711815,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Tr> <Th colspan=""2""> <Td> The songwriter ( s ) </Th> </Td. </Tr> (Tr> ) <",0.0,0.0,0.0,neutral,0,0.11193627864122391
113,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Td colspan=""2""> ← 105th Grey Cup 107th Grey Cups </Td> </Tr> <Tr> 2""> 2018 Stanley Cup Finals </T",0.0,0.0851063829787234,0.0,neutral,0,0.024514950811862946,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> ← 105th Grey Cup 107th Grey Cups </Td> </Tr> <Tr> #TR> <Th colspan",0.0,0.0425531914893617,0.0,neutral,0,0.10183092206716537
116,where did the band bastille get their name,Bastille Day,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer will be 'I do not know' and the answer will not be contained in that context. The answer to the question will NOT be contained within the context of the context",0.0,0.0,0.0,contradiction,0,0.2824282944202423,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. The answer is the following:The following is the answer to the question. The following is what the answer should be used to answer the question:The answer to this question is",0.0,0.0,0.0,entailment,1,0.4598468840122223
117,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Tr> <Td colspan=""2""> Map of the Red River watershed </Td> </Tr> (Tr> Table: Table:Table: Table : Table",0.0,0.13559322033898308,1.0,neutral,0,0.03784678131341934,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Td colspan=""2""> Map of the Red River watershed </Td> </Tr> <Tr> Applying the context to the question is to make the",0.0,0.11940298507462685,1.0,neutral,0,0.22272619605064392
118,who plays nicholas in the princess diaries 2,Chris Pine,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer to the question is the following: <Td colspan=""2""> The Princess Diaries 2 : Royal Engagement </Th> </Tr> <P> The",0.0,0.0,0.0,neutral,0,0.15241102874279022,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. The answer is the following: <Td colspan=""2""> The Princess Diaries 2 : Royal Engagement </Th> </Tr> <P> The show is",0.0,0.0,0.0,neutral,0,0.21208056807518005
122,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. </P> <P> The ECG ( technically refers to ECG - A ) consists of 12 numeric digits, that are uniquely assigned to each of the following: <P",0.0,0.0,1.0,neutral,0,0.014849653467535973,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference.Question: What is the ECG?Answer: The ECG is the European Community number ( EC Number ) that is assigned to substances for regulatory purposes within the European Union by",0.0,0.0,1.0,neutral,0,0.18389154970645905
123,when did star trek the next generation first air,"September 28, 1987",True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in this context. The answer IS NOT CONSTANTLY contained in THE context. It is NOT PARTICIPATED. The Answer is NOT IN THE",0.0,0.0,0.0,contradiction,0,0.05907971411943436,"Answer the question as best as you can using the context below. If the answer is explicitly stated, make the best possible inference. The answer is not explicitly stated in the context above. The question is the answer to the question, and the answer can be inferred from the context provided below. The Answer is the",0.0,0.0,0.0,contradiction,0,0.11414880305528641
132,who sang the most wonderful summer of my life,Jackie Ward,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. <Tr> <Th colspan=""2""> from the album The Andy Williams Christmas Album </Th> </Tr> (Tr> Format, digital download </Td> <",0.0,0.0,0.0,neutral,0,0.0326044000685215,"Answer the question as best as you can using the context below. If the answer is not explicitly stated, make the best possible inference. <Tr> <Th colspan=""2""> from the album The Andy Williams Christmas Album </Th> </Tr> (Td) <Td> From the album",0.0,0.0,0.0,neutral,0,0.15629535913467407
137,how many oscars did on golden pond win,three,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in this context. The answer will be used as a substitute for the question in the following context: <Table> <Tr> <T colspan=""",0.0,0.0,1.0,neutral,0,0.18903295695781708,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is explicitly stated in the context above, use the following inference. <Table> <Tr> <P> <Table > <Table (Table) <Table",0.0,0.0,1.0,neutral,0,0.44094231724739075
139,who won season 4 of america's got talent,Kevin Skinner,True,"Answer the question using ONLY the context below. If the answer is not contained in the context, say 'I don't know'. The answer is NOT contained in any context.The answer is Not contained in The Context below.The Answer is Not Contained in the Context: The Answer is NOT Contained In",0.0,0.0,1.0,entailment,1,0.5733048915863037,"Answer the question as best as you can using the context below.If the answer is not explicitly stated, make the best possible inference. If the question is not directly stated, then the best way inference is to use the context above.Context: <Tr> <Th colspan=""2""> Season 5 </",0.0,0.0,1.0,entailment,1,0.5341827273368835
