idx,question,gold,pred,hit@1,hit@3,hit@5,hit@10,precision@1,precision@3,precision@5,precision@10,rr@1,rr@3,rr@5,rr@10,em,f1,rougeL,bleu,retriever,generator
49,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,Shaun Pizzonia,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,T5
51,what is the largest catholic high school in america,St. Francis Preparatory School,St. Francis Preparatory School,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
52,who established the peoples republic of china in 1949,Mao Zedong,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
54,who sang take that look off your face,Marti Webb,Marti Webb,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
55,who plays percy in the lost city of z,Charlie Hunnam,Charles Matthew Hunnam,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,BM25,T5
58,who plays the first lady on house of cards,Joanna C. Going,Robin Wright,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
65,who owns st andrews golf course in scotland,The St Andrews Links Trust,Fife Council,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
68,which city and state hosts the annual college world series,"Omaha, Nebraska",Omaha,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.0,BM25,T5
69,who is ted talking about in how i met your mother,Tracy McConnell,Tracy McConnell,1,1,1,1,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
72,when does grey's anatomy season 14 premiere,"September 28, 2017",September 28,1,1,1,1,1.0,0.6666666666666666,0.8,0.4,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.0,BM25,T5
76,what was uncle jesse's original last name on full house,Cochran,Tanner,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
78,who pays the judgements on the judge mathis show,Greg Mathis,public voting,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
79,who made up the elf on the shelf,Chanda Bell,Carol Aebersold and her daughter Chanda Bell,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.4444444444444445,0.4444444444444445,0.0,BM25,T5
82,who warned concord that the british were coming,Samuel Prescott,Samuel Prescott,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
83,who lasted the longest on alone season 2,David McIntyre,Leslie Charleson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
88,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
89,who determines the size of the supreme court,Congress,President,0,0,0,1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,BM25,T5
90,who is the actor that plays lucifer on tv,Thomas John Ellis,Thomas John Ellis,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
96,who designed the national coat of arms of south africa,Iaan Bekker,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
98,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,immediately,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.18181818181818182,0.0,BM25,T5
111,when did now thats what i call music come out,28 November 1983,20 ( 1991 ) /Td> Td> Now That's What I Call Music! 21 ( 1992 ) /Td> Td> Now That's What I Call Music! 22 ( 1992 ) /Td,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,BM25,T5
113,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta","Edmonton, Alberta",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636363636,0.3636363636363636,0.0,BM25,T5
116,where did the band bastille get their name,Bastille Day,Bastille Day,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
118,who plays nicholas in the princess diaries 2,Chris Pine,Carrie Fisher,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
122,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
123,when did star trek the next generation first air,"September 28, 1987","October 15, 1990",0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,BM25,T5
132,who sang the most wonderful summer of my life,Jackie Ward,Jackie Ward,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,BM25,T5
137,how many oscars did on golden pond win,three,I don't know,0,0,1,1,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,T5
139,who won season 4 of america's got talent,Kevin Skinner,Kevin Skinner,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
140,how many episodes on queen of the south season 1,13,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
143,who is the existing prime minister of pakistan,Imran Khan,Morarji Desai,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
144,who is known as the father of texas,Stephen Fuller Austin,Stephen Fuller Austin,1,1,1,1,1.0,0.3333333333333333,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
146,what is the orange stuff on my sushi,tobiko,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
149,when did nsw last won a state of origin series,2018,2018,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,1.0,1.0,1.0,0.0,BM25,T5
150,when does life is strange before the storm part 2,October 2017,between August and December 2017,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.28571428571428575,0.28571428571428575,0.0,BM25,T5
154,when did the xbox 360 slim come out,in 2010,November 2013,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
166,who spread the theory that one is a product of the mind and body,René Descartes,Descartes,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.0,BM25,T5
168,how many goals scored ronaldo in his career,over 670,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
178,when did the hornets move to new orleans,2002–03 season,2002,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,BM25,T5
186,fish appeared in the fossil record during the,the Cambrian explosion,Cambrian,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,T5
190,who died from the band faith no more,singer Chuck Mosley,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
193,who signed the gun control act of 1968,President Lyndon B. Johnson,President Lyndon B. Johnson,1,1,1,1,1.0,0.3333333333333333,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
195,where do frankenstein and the monster first meet,the mountains,Heorot,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
196,the human tendency to mimic other people’s behavior is an example of,Mirroring,Covariance,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
199,how is the head of the church of england,the monarch is the supreme governor,nominal,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
205,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,demethylation,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
209,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,the soviet union,1,1,1,1,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.0,BM25,T5
212,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009","after September 15, 2009",1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
213,who plays frank in f is for family,Bill Burr,Bill Burr,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
216,android operating system was acquired by google in,July 2005,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
219,who played daniel in the bible mini series,Jake Canuso,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
222,when is the last movie of divergent coming out,TBA,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
223,the former peterlee campus of east durham college,East Durham & Houghall Community College,Houghall campus,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.28571428571428575,0.28571428571428575,0.0,BM25,T5
225,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
227,how many cm is a 24 inch tv,61,I don't know,1,1,1,1,1.0,0.6666666666666666,0.4,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
233,where was the walking dead season 7 filmed,Georgia,AMC,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
236,who plays male lead in far from the madding crowd,Carey Mulligan,Tom Sturridge,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
241,who is in the cast of the handmaid's tale,Elisabeth Moss,Leslie Charleson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
242,who owned the first casino in las vegas,local Las Vegas business owners,Caesars Entertainment Corporation,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
244,who is the lead singer of portugal the man,John Baldwin Gourley,John Baldwin Gourley,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
253,who does billy russo become on the punisher,Jigsaw,Grim Reaper,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
255,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
257,where is the black box located on an airplane,usually mounted in the aircraft's tail section,flight recorder,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
267,when did the brewers go to national league,1998,1998,0,1,1,1,0.0,0.3333333333333333,0.4,0.2,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
268,who are the songwriters for the greatest showman,Benj Pasek,Jagger and Richards,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
269,who plays dylan in now you see me,Mark Ruffalo,Eddie Murphy,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
270,where was the ark of the covenant taken,Kiriath-Jearim,Philistines,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
271,harrow on the hill height above sea level,124 metres (408 ft),knoll,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
272,who plays hitler in man in the high castle,Wolf Muser,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
273,lowest city below sea level in the world,"Jericho, West Bank",Suez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
275,who voiced jack in rise of the guardians,Chris Pine,Jack Nicholson,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
277,what type of hybrid is the ford fusion,gasoline-electric,gasoline - electric hybrid,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.0,BM25,T5
280,how many states is there in united states,50,I don't know,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,BM25,T5
281,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,The Tales of Beedle the Bard,1,1,1,1,1.0,0.6666666666666666,0.8,0.6,1.0,1.0,1.0,1.0,0.0,0.15384615384615383,0.15384615384615383,0.0,BM25,T5
282,when did montgomery ward's go out of business,2001,2001,0,1,1,1,0.0,0.6666666666666666,0.4,0.2,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
283,who won series 7 of great british bake off,Candice Brown,Dowden,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
284,who does the voice of special ed on crank yankers,Jim Florentine,Kevin Michael Richardson,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,T5
289,who sings nothings gonna hurt you baby,Cigarettes After Sex,Nettie Fowler,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
290,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Numbers 11 : 1 -- 9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,BM25,T5
291,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.0,BM25,T5
297,what is the use of symbolic link in linux,to reorder the file system hierarchy,shortcut files,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
299,time after time song was in what movie,John Tucker Must Die,Boogie Nights,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
305,who sings i'm the one your mother warned you about,Mickey Gilley,Mickey Gilley,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
309,who made the song london bridge is falling down,Unknown,Britney Spears,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,T5
310,when does love simon come out in canada,"March 16, 2018","September 8, 2008",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
317,what were the major components of clays american system,a tariff to protect and promote American industry,"atmosphere, hydrosphere, cryosphere, geosphere, pedosphere, biosphere, and even, the magnetosphere",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,BM25,T5
325,who sings i wanna be like you jungle book,Louis Prima,T.I.,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,BM25,T5
327,who wrote the book of philippians in the bible,Paul of Tarsus,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
330,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,kelly clarkson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
331,who is the oldest child in queen sugar,Nova Bordelon,Malcolm,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
332,when did second world war start and end,1 September 1939 – 2 September 1945,September 1939,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.5,0.0,BM25,T5
340,a spider with a skull on its back,Steatoda nobilis,Steatoda nobilis,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
349,when did the waltz become popular in england,the Regency period,1990s,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
352,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",urine,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
357,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,President Sarvepalli Radhakrishnan and Prime Minister Jawaharlal Nehru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
365,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.33333333333333337,0.33333333333333337,0.0,BM25,T5
367,what cities have been capital of the united states,New York City,"Washington, D.C., formally the District of Columbia and commonly referred to as Washington or D.C., is the capital of the United States of America",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
372,when did india conduct the nuclear test at pokhran,May 1998,May 1998,1,1,1,1,1.0,0.6666666666666666,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
373,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
374,where does the sagging pants trend come from,1990s,popularity of wearing brightly colored and patterned  boxer shorts,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
375,who has played in the most nba finals games,Bill Russell,Golden State Warriors,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
378,moment of inertia of a rod about a point,radius of gyration,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
380,list of hum tv dramas based on novels,Dayar-e-Dil,I don't know.,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
381,when does mark show up in grey anatomy,season two,The thirteenth season,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,BM25,T5
385,in the 1st century bc egypt became a colony of,the Roman Empire,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
387,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
388,who played jono on star trek next generation,Chad Allen,Jeremiah Rossa,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
390,this bear lives in the hundred acre wood,Winnie-the-Pooh,I don't know,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
398,what is the holy book of lslam called,Quran,Torah,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,T5
409,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Angelique Kerber,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
415,who won second place in miss universe 2017,Laura González,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
417,when does the new wheel of fortune season start,"September 10, 2018",I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
422,who has been elected next president of united nations 2018,María Fernanda Espinosa,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
424,when was the myers briggs type indicator developed,during World War II,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
425,when was the last time australia won the rugby world cup,1999,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
428,where was the movie it's complicated filmed,New York City,"Hammond, Louisiana",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
435,who wrote the story for the shape of water,Guillermo del Toro,Susan Glaspell,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
437,when do fifty shades of freed come out,"February 9, 2018",2018,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.5,0.5,0.0,BM25,T5
444,where is the lighthouse in lighthouse point fl,Hillsboro Beach,Hillsboro Beach,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
445,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima bint Muhammad Al - Fihriya Al - Qurashiya,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
