idx,question,gold,pred,hit@1,hit@3,hit@5,hit@10,precision@1,precision@3,precision@5,precision@10,rr@1,rr@3,rr@5,rr@10,em,f1,rougeL,bleu,retriever,generator
44,who sang my name is tallulah in bugsy malone,"Louise ""Liberty"" Williams",don't remember.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
48,what is andy's sisters name in toy story,Molly,daycare center.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
49,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,:,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
51,what is the largest catholic high school in america,St. Francis Preparatory School,where are the schools located?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
52,who established the peoples republic of china in 1949,Mao Zedong,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
54,who sang take that look off your face,Marti Webb,,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
55,who plays percy in the lost city of z,Charlie Hunnam,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
58,who plays the first lady on house of cards,Joanna C. Going,"Who plays first lady?""",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
65,who owns st andrews golf course in scotland,The St Andrews Links Trust,"adjacent to the first tee, although it is but one of many clubs that have playing privileges on the course, along with the general public.",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,6.666.666.666.666.660,6.666.666.666.666.660,0.0,BM25,BART
68,which city and state hosts the annual college world series,"Omaha, Nebraska",", California",0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
69,who is ted talking about in how i met your mother,Tracy McConnell,Something New '' and was promoted to a main character in season 9. The Mother is played by Cristin Milioti.,1,1,1,1,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
72,when does grey's anatomy season 14 premiere,"September 28, 2017",,1,1,1,1,1.0,6.666.666.666.666.660,0.8,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
76,what was uncle jesse's original last name on full house,Cochran,what is the last name of the last person you know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
78,who pays the judgements on the judge mathis show,Greg Mathis,"), is one of the physically largest players in the major leagues.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
79,who made up the elf on the shelf,Chanda Bell,?,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
82,who warned concord that the british were coming,Samuel Prescott,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
83,who lasted the longest on alone season 2,David McIntyre,"Who was the longest?""",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
88,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
89,who determines the size of the supreme court,Congress,see History of the Court of The United States.,0,0,0,1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,125,0.0,0.0,0.0,0.0,BM25,BART
90,who is the actor that plays lucifer on tv,Thomas John Ellis,tv.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
96,who designed the national coat of arms of south africa,Iaan Bekker,national flag),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
98,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
111,when did now thats what i call music come out,28 November 1983,:,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,BM25,BART
113,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta",on TSN.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
116,where did the band bastille get their name,Bastille Day,: what is Bastille's name?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,28.571.428.571.428.500,28.571.428.571.428.500,0.0,BM25,BART
118,who plays nicholas in the princess diaries 2,Chris Pine,"Unlike the first film, this film is not based on any of the books.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
122,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,waves?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
123,when did star trek the next generation first air,"September 28, 1987",the first air trek?,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,BM25,BART
132,who sang the most wonderful summer of my life,Jackie Ward,P>,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,BM25,BART
137,how many oscars did on golden pond win,three,"do you mean by ""1""?",0,0,1,1,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,BART
139,who won season 4 of america's got talent,Kevin Skinner,Mel B and Heidi Klum both returned for their second season on the judging panel.,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
140,how many episodes on queen of the south season 1,13,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
143,who is the existing prime minister of pakistan,Imran Khan,: what do you mean?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
144,who is known as the father of texas,Stephen Fuller Austin,of Texas?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
146,what is the orange stuff on my sushi,tobiko,:,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
149,when did nsw last won a state of origin series,2018,and Jane Beedle finishing as runners - up.,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,BART
150,when does life is strange before the storm part 2,October 2017,?,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,BART
154,when did the xbox 360 slim come out,in 2010,the first place?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
166,who spread the theory that one is a product of the mind and body,René Descartes,the word?,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
168,how many goals scored ronaldo in his career,over 670,when did he score the most goals?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
178,when did the hornets move to new orleans,2002–03 season,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
186,fish appeared in the fossil record during the,the Cambrian explosion,record.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
190,who died from the band faith no more,singer Chuck Mosley,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
193,who signed the gun control act of 1968,President Lyndon B. Johnson,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
195,where do frankenstein and the monster first meet,the mountains,: where does frankenstein meet the monster?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,BM25,BART
196,the human tendency to mimic other people’s behavior is an example of,Mirroring,mean by mimicry?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
199,how is the head of the church of england,the monarch is the supreme governor,: is it a church?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,BM25,BART
205,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,and two hydrogen atoms.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,15.384.615.384.615.300,15.384.615.384.615.300,0.0,BM25,BART
209,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,"?""",1,1,1,1,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
212,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009",":What is the definition of ""authoritative""?",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
213,who plays frank in f is for family,Bill Burr,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
216,android operating system was acquired by google in,July 2005,www.google.com/android,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
219,who played daniel in the bible mini series,Jake Canuso,: daniel),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
222,when is the last movie of divergent coming out,TBA,last book in Divergent.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
223,the former peterlee campus of east durham college,East Durham & Houghall Community College,where are the current buildings?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
225,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
227,how many cm is a 24 inch tv,61,,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
233,where was the walking dead season 7 filmed,Georgia,Owen Cavanaugh on The Good Wife since Season 2.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
236,who plays male lead in far from the madding crowd,Carey Mulligan,"1874 novel of the same name by Thomas Hardy, the fourth time this novel has been filmed.",1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
241,who is in the cast of the handmaid's tale,Elisabeth Moss,"' ; handmaiders are forbidden to use their birth names and must echo the male, or master, whom they serve.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
242,who owned the first casino in las vegas,local Las Vegas business owners,"culture, and is the host of the World Poker.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
244,who is the lead singer of portugal the man,John Baldwin Gourley,band Portugal the Man?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
253,who does billy russo become on the punisher,Jigsaw,in The Amazing Spider - Man # 162 ( November 1976 ).,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
255,who was the founder of chick fil a,S. Truett Cathy,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
257,where is the black box located on an airplane,usually mounted in the aircraft's tail section,Question: why is it there?Question,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
267,when did the brewers go to national league,1998,"played their homes games at Milwaukee's Miller Park. The stadium is currently home to the Brewers. Since the Brewers' inception, the stadium has a seated capacity of 40,900,",0,1,1,1,0.0,3.333.333.333.333.330,0.4,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
268,who are the songwriters for the greatest showman,Benj Pasek,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
269,who plays dylan in now you see me,Mark Ruffalo,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
270,where was the ark of the covenant taken,Kiriath-Jearim,"zer, where the Israelite encamped, and Aphenk ( probably Antipatris ), where they the Philistine encamped.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
271,harrow on the hill height above sea level,124 metres (408 ft),"or adjoining counties, the highest being Walbury Hill.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
272,who plays hitler in man in the high castle,Wolf Muser,the king.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
273,lowest city below sea level in the world,"Jericho, West Bank",>,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
275,who voiced jack in rise of the guardians,Chris Pine,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
277,what type of hybrid is the ford fusion,gasoline-electric,"gi, was released in the U.S. in February 2013.",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
280,how many states is there in united states,50,". Roosevelt, personal vacations ).",0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.111.111.111.111.110,0.0,0.0,0.0,0.0,BM25,BART
281,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,", except the third, Harry Potter, and the Prisoner of Azkaban, where he is only mentioned.",1,1,1,1,1.0,6.666.666.666.666.660,0.8,0.6,1.0,1.0,1.0,1.0,0.0,36.363.636.363.636.300,36.363.636.363.636.300,0.0,BM25,BART
282,when did montgomery ward's go out of business,2001,,0,1,1,1,0.0,6.666.666.666.666.660,0.4,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
283,who won series 7 of great british bake off,Candice Brown,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
284,who does the voice of special ed on crank yankers,Jim Florentine,:,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
289,who sings nothings gonna hurt you baby,Cigarettes After Sex,: what is the song?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
290,where in the bible does it talk about manna from heaven,Exodus 16:1–36,does it mean?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
291,winds that blow predominantly from the northeast and the southeast are the,The trade winds,,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
297,what is the use of symbolic link in linux,to reorder the file system hierarchy,SCPQuestionQuestion:What is symbolic link?SCPQuestion,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
299,time after time song was in what movie,John Tucker Must Die,the movie?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
305,who sings i'm the one your mother warned you about,Mickey Gilley,do you mean?,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
309,who made the song london bridge is falling down,Unknown,?,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
310,when does love simon come out in canada,"March 16, 2018",,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
317,what were the major components of clays american system,a tariff to protect and promote American industry,the system?Question: how did the clays system work?Question,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
325,who sings i wanna be like you jungle book,Louis Prima,:,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,16.666.666.666.666.600,0.0,0.0,0.0,0.0,BM25,BART
327,who wrote the book of philippians in the bible,Paul of Tarsus,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
330,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,who sells more albumsCarrie Clarkson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
331,who is the oldest child in queen sugar,Nova Bordelon,voiced by Eva Bella as a young child and by Spencer Lacey Ganus as a teenager.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
332,when did second world war start and end,1 September 1939 – 2 September 1945,New Zealand.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
340,a spider with a skull on its back,Steatoda nobilis,,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
349,when did the waltz become popular in england,the Regency period,when was the first waltze?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,BM25,BART
352,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",vagina?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
357,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,Ceremony,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
365,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence's interlocutors. The basic theme of the book is the development of an awareness of the existence of God.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,12.903.225.806.451.600,12.903.225.806.451.600,0.0,BM25,BART
367,what cities have been capital of the united states,New York City,: where did the capital come from?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
372,when did india conduct the nuclear test at pokhran,May 1998,"Buddha, was conducted in May 1974.",1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.3,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.0,BM25,BART
373,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",bound ) and touch a defender or rebound from the goal frame and bounce off a defenders or goalkeeper ''.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
374,where does the sagging pants trend come from,1990s,10s sagging has become popular with skinny jeans and branded boxer - briefs.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
375,who has played in the most nba finals games,Bill Russell,how many finals games have you played?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
378,moment of inertia of a rod about a point,radius of gyration,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
380,list of hum tv dramas based on novels,Dayar-e-Dil,the question.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
381,when does mark show up in grey anatomy,season two,"ABC Studios, in association with ShondaLand Production Company and The Mark Gordon Company ; the showrunner being Shonda Rhimes.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
385,in the 1st century bc egypt became a colony of,the Roman Empire,"which preceded it. The 1ber century is considered part of the Classical era, epoch, or historical period.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,BM25,BART
387,who is the cheif minister of uttar pradesh up,Yogi Adityanath,?,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
388,who played jono on star trek next generation,Chad Allen,of jono?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
390,this bear lives in the hundred acre wood,Winnie-the-Pooh,"mean?""",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
398,what is the holy book of lslam called,Quran,?,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,BART
409,who won the women's championship at wimbledon this year,Garbiñe Muguruza,"the All England Lawn Tennis and Croquet Club in Wimbledon, London, United Kingdom. The main tournament began on Monday, 2 July 2018 and finished on Sunday, 15 July 2018. Novak Djokovic won the Gentleman's Singles Title and Angelique Kerber won the Ladies Singles titles.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
415,who won second place in miss universe 2017,Laura González,the event. She is also the first Miss World winner to qualify as a Doctor.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
417,when does the new wheel of fortune season start,"September 10, 2018",prizes determined by spinning a giant carnival wheel.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
422,who has been elected next president of united nations 2018,María Fernanda Espinosa,"or by the House of Representatives, should the electoral College fail to award an absolute majority of votes to any person ).",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
424,when was the myers briggs type indicator developed,during World War II,functions is dominant for a person most of the time.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
425,when was the last time australia won the rugby world cup,1999,win the World Cup?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
